id,sim,decision,correct,lookup_us
1861,0.458569,MISS,,12295
1862,0.405401,MISS,,11721
1863,0.550997,MISS,,12098
1864,0.388855,MISS,,11579
1865,0.719973,MISS,,13773
1866,0.456443,MISS,,14867
1867,0.593065,MISS,,13171
1868,0.390211,MISS,,14673
1869,0.793356,MISS,,11827
1870,0.475700,MISS,,12933
1871,0.460272,MISS,,11792
1872,0.461438,MISS,,12300
1873,0.491268,MISS,,11854
1874,0.607377,MISS,,12572
1875,0.991082,HIT,true,11934
1876,0.934309,HIT,true,11780
1877,0.525135,MISS,,12627
1878,0.462015,MISS,,11968
1879,0.768583,MISS,,11701
1880,0.718838,MISS,,11509
1881,0.763203,MISS,,14687
1882,0.842737,MISS,,11829
1883,0.721027,MISS,,11710
1884,0.374896,MISS,,11538
1885,0.670396,MISS,,12441
1886,0.415440,MISS,,12430
1887,0.966187,HIT,true,12634
1888,0.628584,MISS,,12018
1889,0.493416,MISS,,11829
1890,0.495393,MISS,,12227
1891,0.590272,MISS,,11517
1892,0.574922,MISS,,13562
1893,0.516110,MISS,,12762
1894,0.528227,MISS,,12101
1895,0.401868,MISS,,11846
1896,0.501057,MISS,,11696
1897,0.337992,MISS,,12016
1898,0.737584,MISS,,11630
1899,0.610044,MISS,,11657
1900,0.380414,MISS,,12492
1901,0.487244,MISS,,12375
1902,0.584328,MISS,,11970
1903,0.397108,MISS,,12861
1904,0.875958,HIT,true,11888
1905,0.428587,MISS,,11627
1906,0.529360,MISS,,11953
1907,0.696765,MISS,,11708
1908,0.845345,MISS,,12205
1909,0.372253,MISS,,11632
1910,0.358228,MISS,,12060
1911,0.915671,HIT,true,11567
1912,0.599644,MISS,,11739
1913,0.398840,MISS,,11661
1914,0.591838,MISS,,14790
1915,0.467511,MISS,,12292
1916,0.648002,MISS,,11659
1917,0.503280,MISS,,11717
1918,0.865255,HIT,true,11774
1919,0.539890,MISS,,12118
1920,0.316506,MISS,,11921
1921,0.765518,MISS,,12269
1922,0.543342,MISS,,11411
1923,0.740406,MISS,,12084
1924,0.659277,MISS,,14582
1925,0.492609,MISS,,15414
1926,0.883129,HIT,true,14222
1927,0.465606,MISS,,12420
1928,0.610841,MISS,,12370
1929,0.891897,HIT,true,14192
1930,0.431503,MISS,,12802
1931,0.655952,MISS,,15224
1932,0.491555,MISS,,11715
1933,0.571504,MISS,,13303
1934,0.547575,MISS,,12303
1935,0.612954,MISS,,14149
1936,0.597108,MISS,,12014
1937,0.464790,MISS,,12918
1938,0.418615,MISS,,12295
1939,0.600752,MISS,,11623
1940,0.668904,MISS,,12298
1941,0.507897,MISS,,12187
1942,0.369821,MISS,,11822
1943,0.811273,MISS,,11405
1944,0.604241,MISS,,12428
1945,0.883883,HIT,true,12814
1946,0.458074,MISS,,13726
1947,0.630333,MISS,,13352
1948,0.612767,MISS,,12622
1949,0.457579,MISS,,13172
1950,0.298952,MISS,,12241
1951,0.826053,MISS,,11511
1952,0.750349,MISS,,12084
1953,0.797217,MISS,,13463
1954,0.378754,MISS,,13107
1955,0.429236,MISS,,11825
1956,0.621605,MISS,,12994
1957,0.956861,HIT,true,14822
1958,0.543841,MISS,,12573
1959,0.534512,MISS,,11878
1960,0.360073,MISS,,13140
1961,0.405986,MISS,,13662
1962,0.717059,MISS,,12930
1963,0.839116,MISS,,12030
1964,0.989435,HIT,true,12829
1965,0.478032,MISS,,12751
1966,0.479002,MISS,,13694
1967,0.356240,MISS,,14365
1968,0.417302,MISS,,12830
1969,0.574621,MISS,,12598
1970,0.592843,MISS,,12745
1971,0.594170,MISS,,12575
1972,0.440878,MISS,,12267
1973,0.503788,MISS,,12231
1974,0.516682,MISS,,13208
1975,0.601184,MISS,,12441
1976,0.605648,MISS,,11827
1977,0.515396,MISS,,14107
1978,0.573882,MISS,,12865
1979,0.714800,MISS,,13158
1980,0.959586,HIT,true,11480
1981,0.587323,MISS,,12051
1982,0.418874,MISS,,12644
1983,0.817810,MISS,,12011
1984,0.498644,MISS,,11741
1985,0.548099,MISS,,12958
1986,0.448509,MISS,,12657
1987,0.686635,MISS,,13337
1988,0.500396,MISS,,13503
1989,0.368866,MISS,,11776
1990,0.625577,MISS,,12174
1991,0.417071,MISS,,11548
1992,0.479124,MISS,,12527
1993,0.864397,HIT,false,11771
1994,0.603506,MISS,,12140
1995,0.882090,HIT,true,11735
1996,0.483081,MISS,,11840
1997,0.853920,HIT,true,11662
1998,0.505737,MISS,,11746
1999,0.726294,MISS,,14280
2000,0.457535,MISS,,13102
2001,0.360331,MISS,,12737
2002,0.348141,MISS,,11854
2003,0.921427,HIT,true,13278
2004,0.413952,MISS,,13039
2005,0.558253,MISS,,15370
2006,0.232387,MISS,,12725
2007,0.520160,MISS,,11735
2008,0.673699,MISS,,12493
2009,0.554033,MISS,,13621
2010,0.425089,MISS,,13715
2011,0.479210,MISS,,12265
2012,0.373478,MISS,,12122
2013,0.529681,MISS,,12284
2014,0.725949,MISS,,13809
2015,0.585775,MISS,,11715
2016,0.561148,MISS,,12889
2017,0.831196,MISS,,12522
2018,0.571080,MISS,,13462
2019,0.761804,MISS,,12183
2020,0.452596,MISS,,14325
2021,0.463160,MISS,,13730
2022,0.336332,MISS,,12396
2023,0.931212,HIT,true,11534
2024,0.548284,MISS,,12375
2025,0.624197,MISS,,12072
2026,0.619893,MISS,,11698
2027,0.933605,HIT,true,11524
2028,0.422156,MISS,,13221
2029,0.390166,MISS,,12881
2030,0.697402,MISS,,13789
2031,0.456251,MISS,,13003
2032,0.571536,MISS,,12497
2033,0.312754,MISS,,12383
2034,0.361120,MISS,,11722
2035,0.550816,MISS,,11496
2036,0.902691,HIT,true,11951
2037,0.477251,MISS,,11988
2038,0.702797,MISS,,12303
2039,0.581156,MISS,,11611
2040,0.615479,MISS,,11859
2041,0.614233,MISS,,13280
2042,0.741611,MISS,,11602
2043,0.460252,MISS,,11862
2044,0.795956,MISS,,12748
2045,0.384237,MISS,,12267
2046,0.580859,MISS,,11677
2047,0.733743,MISS,,11589
2048,0.441156,MISS,,11667
2049,0.755449,MISS,,12281
2050,0.690094,MISS,,11702
2051,0.636421,MISS,,12711
2052,0.971584,HIT,true,12263
2053,0.558587,MISS,,12803
2054,0.528500,MISS,,12338
2055,0.536884,MISS,,11644
2056,0.635947,MISS,,11525
2057,0.488423,MISS,,12039
2058,0.556885,MISS,,12249
2059,0.483250,MISS,,11792
2060,0.685604,MISS,,11736
2061,0.601171,MISS,,12094
2062,0.387533,MISS,,11675
2063,0.897539,HIT,true,12895
2064,0.506756,MISS,,12037
2065,0.963071,HIT,true,12769
2066,0.720269,MISS,,11413
2067,0.521265,MISS,,11607
2068,0.514241,MISS,,12496
2069,0.980813,HIT,true,11664
2070,0.498870,MISS,,12846
2071,0.377241,MISS,,12258
2072,0.653903,MISS,,13124
2073,0.420641,MISS,,11643
2074,0.458703,MISS,,14075
2075,0.376226,MISS,,12182
2076,0.384379,MISS,,11867
2077,0.535344,MISS,,12031
2078,0.508646,MISS,,12965
2079,0.478507,MISS,,13302
2080,0.338375,MISS,,12156
2081,0.738184,MISS,,11412
2082,0.409388,MISS,,13649
2083,0.807544,MISS,,12800
2084,0.612820,MISS,,13940
2085,0.569835,MISS,,12801
2086,0.413206,MISS,,12503
2087,0.874822,HIT,true,12509
2088,0.952392,HIT,true,13044
2089,0.833578,MISS,,13634
2090,0.560631,MISS,,11712
2091,0.728794,MISS,,12630
2092,0.343926,MISS,,12069
2093,0.852742,HIT,false,11754
2094,0.994036,HIT,true,11693
2095,0.525150,MISS,,13417
2096,0.786884,MISS,,11499
2097,0.590329,MISS,,11927
2098,0.908620,HIT,true,12366
2099,0.548325,MISS,,20878
2100,0.716437,MISS,,14584
2101,0.771080,MISS,,11734
2102,0.478777,MISS,,11585
2103,0.624152,MISS,,12205
2104,0.627542,MISS,,12309
2105,0.366870,MISS,,11600
2106,0.689712,MISS,,12928
2107,0.811755,MISS,,12041
2108,0.538681,MISS,,11723
2109,0.626056,MISS,,11529
2110,0.544610,MISS,,11860
2111,0.536506,MISS,,12683
2112,0.483849,MISS,,11644
2113,0.424243,MISS,,11576
2114,0.377648,MISS,,11689
2115,0.474465,MISS,,11748
2116,0.372496,MISS,,12573
2117,0.581246,MISS,,13097
2118,0.438725,MISS,,11897
2119,0.773398,MISS,,11599
2120,0.313189,MISS,,12083
2121,0.452830,MISS,,11758
2122,0.527450,MISS,,11638
2123,0.775250,MISS,,11521
2124,0.922224,HIT,false,12714
2125,0.703610,MISS,,11764
2126,0.408555,MISS,,11574
2127,0.910119,HIT,true,11658
2128,0.872359,HIT,true,13285
2129,0.417126,MISS,,11736
2130,0.521105,MISS,,11804
2131,0.810478,MISS,,12554
2132,0.451487,MISS,,12161
2133,0.582747,MISS,,11501
2134,0.511517,MISS,,11883
2135,0.452473,MISS,,11660
2136,0.668093,MISS,,11471
2137,0.674333,MISS,,11989
2138,0.710571,MISS,,12820
2139,0.555195,MISS,,11636
2140,0.556289,MISS,,12955
2141,0.772071,MISS,,12088
2142,0.508590,MISS,,12166
2143,0.542758,MISS,,11610
2144,0.619018,MISS,,11729
2145,0.751174,MISS,,12787
2146,0.692631,MISS,,11511
2147,0.954244,HIT,false,11586
2148,0.705411,MISS,,11898
2149,0.750555,MISS,,11561
2150,0.618891,MISS,,13112
2151,0.369952,MISS,,12228
2152,0.653875,MISS,,12143
2153,0.676648,MISS,,11777
2154,0.937840,HIT,false,11525
2155,0.489390,MISS,,12104
2156,0.660921,MISS,,11712
2157,0.381893,MISS,,11625
2158,0.497925,MISS,,11933
2159,0.405565,MISS,,12449
2160,0.557404,MISS,,11433
2161,0.387158,MISS,,13053
2162,0.963710,HIT,true,11776
2163,0.721860,MISS,,12128
2164,0.390688,MISS,,11610
2165,0.869581,HIT,true,12331
2166,0.445421,MISS,,14079
2167,0.673009,MISS,,12608
2168,0.987115,HIT,true,11927
2169,0.508987,MISS,,13283
2170,0.493358,MISS,,14519
2171,0.396497,MISS,,16171
2172,0.418213,MISS,,16079
2173,0.298906,MISS,,14848
2174,0.457477,MISS,,15881
2175,0.465798,MISS,,18392
2176,0.655901,MISS,,16995
2177,0.343782,MISS,,19473
2178,0.655676,MISS,,19405
2179,0.466116,MISS,,15625
2180,0.712296,MISS,,16065
2181,0.401995,MISS,,15847
2182,0.484343,MISS,,14403
2183,0.772509,MISS,,14506
2184,0.371972,MISS,,13733
2185,0.636646,MISS,,14744
2186,0.359521,MISS,,15495
2187,0.578027,MISS,,15405
2188,0.536209,MISS,,16882
2189,0.635801,MISS,,17723
2190,0.476588,MISS,,14725
2191,0.769961,MISS,,16197
2192,0.514985,MISS,,14955
2193,0.572844,MISS,,11932
2194,0.952669,HIT,true,11284
2195,0.646645,MISS,,12084
2196,0.987708,HIT,true,12502
2197,0.364112,MISS,,12514
2198,0.563214,MISS,,13177
2199,0.594516,MISS,,12415
2200,0.467463,MISS,,12723
2201,0.663128,MISS,,11501
2202,0.561130,MISS,,12075
2203,0.542092,MISS,,13101
2204,0.468770,MISS,,12451
2205,0.517527,MISS,,12318
2206,0.391168,MISS,,12331
2207,0.737894,MISS,,12499
2208,0.806048,MISS,,15465
2209,0.597417,MISS,,11620
2210,0.496034,MISS,,12567
2211,0.681251,MISS,,12464
2212,0.568644,MISS,,11735
2213,0.998274,HIT,true,11599
2214,0.464761,MISS,,11824
2215,0.467470,MISS,,11807
2216,0.347714,MISS,,11678
2217,0.643375,MISS,,11633
2218,0.491548,MISS,,12824
2219,0.520413,MISS,,13531
2220,0.611554,MISS,,11687
2221,0.387628,MISS,,11864
2222,0.450458,MISS,,11990
2223,0.456752,MISS,,11635
2224,0.554441,MISS,,11831
2225,0.508576,MISS,,12527
2226,0.603331,MISS,,12067
2227,0.981894,HIT,true,11704
2228,0.599020,MISS,,12559
2229,0.445643,MISS,,14636
2230,0.456036,MISS,,15682
2231,0.966750,HIT,false,12777
2232,0.759436,MISS,,11974
2233,0.489456,MISS,,12486
2234,0.864948,HIT,false,13196
2235,0.552621,MISS,,12705
2236,0.692921,MISS,,13035
2237,0.594317,MISS,,12277
2238,0.568056,MISS,,13645
2239,0.885496,HIT,true,11809
2240,0.646632,MISS,,13453
2241,0.665271,MISS,,12598
2242,0.930359,HIT,false,13598
2243,0.911006,HIT,true,11907
2244,0.947041,HIT,true,13789
2245,0.765026,MISS,,11789
2246,0.725321,MISS,,12137
2247,0.465153,MISS,,11441
2248,0.696476,MISS,,11739
2249,0.688812,MISS,,11844
2250,0.325519,MISS,,15023
2251,0.606073,MISS,,15591
2252,0.375142,MISS,,12039
2253,0.535411,MISS,,12072
2254,0.807527,MISS,,12829
2255,0.692284,MISS,,14559
2256,0.448789,MISS,,12702
2257,0.412679,MISS,,14246
2258,0.544260,MISS,,13862
2259,0.320184,MISS,,13335
2260,0.405239,MISS,,14485
2261,0.645521,MISS,,12078
2262,0.870829,HIT,true,12652
2263,0.443981,MISS,,12673
2264,0.828776,MISS,,12047
2265,0.388415,MISS,,11802
2266,0.786739,MISS,,11726
2267,0.440429,MISS,,11740
2268,0.502412,MISS,,11790
2269,0.809570,MISS,,12316
2270,0.553118,MISS,,12521
2271,0.831066,MISS,,11863
2272,0.483332,MISS,,14642
2273,0.320508,MISS,,14536
2274,0.447349,MISS,,12237
2275,0.580596,MISS,,12169
2276,0.496342,MISS,,12448
2277,0.458028,MISS,,13339
2278,0.479228,MISS,,15815
2279,0.644774,MISS,,14351
2280,0.979004,HIT,true,14853
2281,0.624607,MISS,,13547
2282,0.505076,MISS,,12666
2283,0.354634,MISS,,12388
2284,0.409742,MISS,,14633
2285,0.433491,MISS,,12362
2286,0.996785,HIT,true,13237
2287,0.834723,MISS,,11967
2288,0.524919,MISS,,13781
2289,0.454464,MISS,,13220
2290,0.439147,MISS,,12885
2291,0.580320,MISS,,12826
2292,0.930682,HIT,false,13266
2293,0.707103,MISS,,15435
2294,0.465225,MISS,,14142
2295,0.391546,MISS,,12911
2296,0.778688,MISS,,11448
2297,0.470117,MISS,,12372
2298,0.421849,MISS,,12035
2299,0.680202,MISS,,11642
2300,0.430916,MISS,,11723
2301,0.520972,MISS,,14251
2302,0.544850,MISS,,12265
2303,0.431826,MISS,,16693
2304,0.349923,MISS,,16678
2305,0.486122,MISS,,11684
2306,0.980107,HIT,true,12809
2307,0.801638,MISS,,12625
2308,0.737174,MISS,,19402
2309,0.596485,MISS,,12890
2310,0.306638,MISS,,13331
2311,0.603036,MISS,,11978
2312,0.987877,HIT,true,12905
2313,0.941441,HIT,true,13524
2314,0.563628,MISS,,13101
2315,0.464283,MISS,,12471
2316,0.414354,MISS,,14525
2317,0.538216,MISS,,12314
2318,0.325837,MISS,,12400
2319,0.320845,MISS,,12474
2320,0.565835,MISS,,13940
2321,0.722711,MISS,,14109
2322,0.433578,MISS,,13046
2323,0.471317,MISS,,12731
2324,0.550303,MISS,,11552
2325,0.720368,MISS,,11832
2326,0.595758,MISS,,12518
2327,0.834257,MISS,,12184
2328,0.596382,MISS,,12050
2329,0.721227,MISS,,12124
2330,0.686250,MISS,,12652
2331,0.359434,MISS,,18157
2332,0.659068,MISS,,17866
2333,0.888674,HIT,true,15108
2334,0.598013,MISS,,12169
2335,0.803287,MISS,,13212
2336,0.378811,MISS,,13236
2337,0.592702,MISS,,14561
2338,0.900551,HIT,true,12380
2339,0.490598,MISS,,11873
2340,0.908245,HIT,true,12199
2341,0.669891,MISS,,13764
2342,0.472175,MISS,,11611
2343,0.640646,MISS,,11805
2344,0.648291,MISS,,12309
2345,0.530793,MISS,,12635
2346,0.679331,MISS,,11910
2347,0.385242,MISS,,11662
2348,0.508673,MISS,,11791
2349,0.910782,HIT,true,11533
2350,0.379076,MISS,,12542
2351,0.915763,HIT,true,12515
2352,0.371280,MISS,,11724
2353,0.497494,MISS,,14957
2354,0.589439,MISS,,13087
2355,0.603888,MISS,,12312
2356,0.815520,MISS,,12624
2357,0.455666,MISS,,12373
2358,0.893567,HIT,true,11988
2359,0.513217,MISS,,12043
2360,0.579241,MISS,,13430
2361,0.629110,MISS,,12900
2362,0.551791,MISS,,13389
2363,0.536778,MISS,,13953
2364,0.566379,MISS,,13581
2365,0.498405,MISS,,12308
2366,0.476916,MISS,,12851
2367,0.769161,MISS,,12978
2368,0.570222,MISS,,12980
2369,0.915683,HIT,true,12436
2370,0.458338,MISS,,12891
2371,0.926480,HIT,true,12607
2372,0.446932,MISS,,14822
2373,0.741444,MISS,,12307
2374,0.477260,MISS,,13111
2375,0.900540,HIT,true,12467
2376,0.653815,MISS,,13847
2377,0.555923,MISS,,12516
2378,0.499702,MISS,,11601
2379,0.363986,MISS,,12162
2380,0.486715,MISS,,12204
2381,0.546976,MISS,,11714
2382,0.531173,MISS,,11569
2383,0.952652,HIT,true,14439
2384,0.396752,MISS,,13256
2385,0.520230,MISS,,12254
2386,0.428512,MISS,,12362
2387,0.607358,MISS,,12117
2388,0.659362,MISS,,11732
2389,0.683113,MISS,,11685
2390,0.546966,MISS,,13387
2391,0.839461,MISS,,11997
2392,0.365704,MISS,,11846
2393,0.477055,MISS,,11591
2394,0.374619,MISS,,13261
2395,0.953761,HIT,true,12262
2396,0.619489,MISS,,12287
2397,0.512282,MISS,,11943
2398,0.456911,MISS,,13102
2399,0.934433,HIT,true,13264
2400,0.583114,MISS,,14405
2401,0.936257,HIT,true,18436
2402,0.438560,MISS,,14755
2403,0.442704,MISS,,12084
2404,0.978997,HIT,true,14753
2405,0.539767,MISS,,13262
2406,0.362271,MISS,,12421
2407,0.633734,MISS,,12178
2408,0.900487,HIT,true,13322
2409,0.441928,MISS,,13629
2410,0.460836,MISS,,12379
2411,0.560900,MISS,,11945
2412,0.959398,HIT,true,12819
2413,0.574742,MISS,,12539
2414,0.790181,MISS,,14037
2415,0.558224,MISS,,13064
2416,0.977794,HIT,true,13338
2417,0.735794,MISS,,12844
2418,0.510084,MISS,,12206
2419,0.517481,MISS,,12107
2420,0.451275,MISS,,11907
2421,0.638372,MISS,,13539
2422,0.677474,MISS,,12027
2423,0.395763,MISS,,11764
2424,0.332825,MISS,,13075
2425,0.535218,MISS,,13936
2426,0.573093,MISS,,21441
2427,0.727971,MISS,,13845
2428,0.916241,HIT,true,14845
2429,0.374636,MISS,,14803
2430,0.584402,MISS,,12180
2431,0.449870,MISS,,11532
2432,0.688268,MISS,,12684
2433,0.994790,HIT,true,13117
2434,0.450672,MISS,,12966
2435,0.909764,HIT,true,12283
2436,0.961168,HIT,true,12400
2437,0.603352,MISS,,13456
2438,0.974869,HIT,true,13390
2439,0.653654,MISS,,12704
2440,0.885475,HIT,true,13574
2441,0.664969,MISS,,12253
2442,0.531161,MISS,,12252
2443,0.953256,HIT,true,11764
2444,0.457304,MISS,,13317
2445,0.631032,MISS,,12076
2446,0.463208,MISS,,12325
2447,0.851459,HIT,true,12204
2448,0.493112,MISS,,12023
2449,0.828407,MISS,,11687
2450,0.979729,HIT,true,11548
2451,0.513193,MISS,,12303
2452,0.729382,MISS,,12264
2453,0.416672,MISS,,15060
2454,0.512779,MISS,,12835
2455,0.465428,MISS,,14473
2456,0.340529,MISS,,12092
2457,0.888254,HIT,true,11753
2458,0.325081,MISS,,11917
2459,0.292024,MISS,,12706
2460,0.646455,MISS,,11812
2461,0.588668,MISS,,11992
2462,0.885400,HIT,true,11617
2463,0.605790,MISS,,11602
2464,0.512106,MISS,,12162
2465,0.456769,MISS,,12138
2466,0.331604,MISS,,13037
2467,0.975473,HIT,true,12699
2468,0.876164,HIT,true,12096
2469,0.475002,MISS,,11587
2470,0.599392,MISS,,11884
2471,0.669125,MISS,,11614
2472,0.409077,MISS,,11764
2473,0.425624,MISS,,12909
2474,0.782658,MISS,,13082
2475,0.314278,MISS,,12192
2476,0.813820,MISS,,11980
2477,0.638365,MISS,,12074
2478,0.445909,MISS,,13253
2479,0.722683,MISS,,12165
2480,0.768482,MISS,,14861
2481,0.667884,MISS,,13941
2482,0.933358,HIT,true,13291
2483,0.708948,MISS,,13225
2484,0.662602,MISS,,11488
2485,0.877289,HIT,true,13769
2486,0.579636,MISS,,13541
2487,0.856175,HIT,false,14312
2488,0.532229,MISS,,12931
2489,0.437625,MISS,,11646
2490,0.676580,MISS,,12348
2491,0.983018,HIT,true,12456
2492,0.821275,MISS,,13246
2493,0.647570,MISS,,13736
2494,0.475269,MISS,,13488
2495,0.460734,MISS,,12242
2496,0.472484,MISS,,12212
2497,0.402122,MISS,,13570
2498,0.565335,MISS,,12670
2499,0.528179,MISS,,11918
2500,0.928951,HIT,true,12138
2501,0.393287,MISS,,11641
2502,0.677591,MISS,,11678
2503,0.788400,MISS,,12608
2504,0.483910,MISS,,11542
2505,0.538877,MISS,,13614
2506,0.532433,MISS,,11910
2507,0.362086,MISS,,11657
2508,0.635327,MISS,,13256
2509,0.746809,MISS,,12330
2510,0.661465,MISS,,11860
2511,0.457585,MISS,,12324
2512,0.373793,MISS,,12746
2513,0.426672,MISS,,12265
2514,0.542326,MISS,,11673
2515,0.480818,MISS,,11649
2516,0.992140,HIT,true,11834
2517,0.575328,MISS,,14070
2518,0.687861,MISS,,15490
2519,0.965425,HIT,true,19350
2520,0.850666,HIT,true,15991
2521,0.488486,MISS,,15307
2522,0.479939,MISS,,15506
2523,0.549936,MISS,,15464
2524,0.921812,HIT,true,13077
2525,0.489404,MISS,,14676
2526,0.463917,MISS,,15347
2527,0.390017,MISS,,16882
2528,0.867995,HIT,true,15400
2529,0.538150,MISS,,15852
2530,0.407167,MISS,,13603
2531,0.820374,MISS,,14170
2532,0.828534,MISS,,14609
2533,0.984943,HIT,true,14278
2534,0.353342,MISS,,15259
2535,0.557132,MISS,,15016
2536,0.720725,MISS,,15247
2537,0.724048,MISS,,15150
2538,0.469778,MISS,,14125
2539,0.852826,HIT,false,12305
2540,0.548311,MISS,,12726
2541,0.993553,HIT,true,12505
2542,0.937556,HIT,true,13484
2543,0.597858,MISS,,12295
2544,0.654156,MISS,,12548
2545,0.469172,MISS,,13599
2546,0.653418,MISS,,13050
2547,0.519112,MISS,,13096
2548,0.809402,MISS,,11750
2549,0.385937,MISS,,11894
2550,0.582468,MISS,,11809
2551,0.560774,MISS,,11612
2552,0.942187,HIT,true,11557
2553,0.604150,MISS,,12728
2554,0.465443,MISS,,11613
2555,0.498271,MISS,,11682
2556,0.727478,MISS,,11605
2557,0.417625,MISS,,12724
2558,0.780746,MISS,,12702
2559,0.565352,MISS,,11744
2560,0.399232,MISS,,13653
2561,0.413882,MISS,,12250
2562,0.566160,MISS,,12337
2563,0.654472,MISS,,12361
2564,0.904155,HIT,true,11439
2565,0.966016,HIT,true,11610
2566,0.517687,MISS,,12488
2567,0.588066,MISS,,12579
2568,0.828697,MISS,,12307
2569,0.546677,MISS,,13038
2570,0.847540,MISS,,12296
2571,0.523441,MISS,,11654
2572,0.494487,MISS,,11841
2573,0.416139,MISS,,12699
2574,0.537876,MISS,,12165
2575,0.474569,MISS,,12019
2576,0.438334,MISS,,11723
2577,0.465562,MISS,,11614
2578,0.595366,MISS,,12082
2579,0.717764,MISS,,11486
2580,0.504257,MISS,,14006
2581,0.403309,MISS,,11832
2582,0.986788,HIT,true,11942
2583,0.456064,MISS,,12229
2584,0.670474,MISS,,11690
2585,0.364282,MISS,,12651
2586,0.456958,MISS,,11720
2587,0.768239,MISS,,12869
2588,0.536076,MISS,,11932
2589,0.394456,MISS,,11536
2590,0.628467,MISS,,11689
2591,0.462484,MISS,,13888
2592,0.949222,HIT,true,11552
2593,0.661301,MISS,,11944
2594,0.502707,MISS,,12157
2595,0.461134,MISS,,12543
2596,0.310285,MISS,,11841
2597,0.841736,MISS,,11550
2598,0.546123,MISS,,11930
2599,0.600947,MISS,,11842
2600,0.494552,MISS,,11982
2601,0.489696,MISS,,12162
2602,0.555569,MISS,,12550
2603,0.573032,MISS,,13193
2604,0.632408,MISS,,12168
2605,0.499332,MISS,,11777
2606,0.473364,MISS,,12081
2607,0.447503,MISS,,13086
2608,0.907834,HIT,true,12084
2609,0.531434,MISS,,12795
2610,0.532701,MISS,,11962
2611,0.638455,MISS,,12408
2612,0.616887,MISS,,12109
2613,0.472637,MISS,,13194
2614,0.468721,MISS,,12932
2615,0.458882,MISS,,11773
2616,0.705221,MISS,,11721
2617,0.491201,MISS,,13390
2618,0.409357,MISS,,11796
2619,0.735825,MISS,,11605
2620,0.964852,HIT,true,11929
2621,0.479864,MISS,,12775
2622,0.807624,MISS,,11824
2623,0.493125,MISS,,12496
2624,0.925774,HIT,true,12412
2625,0.693332,MISS,,12548
2626,0.446193,MISS,,11626
2627,0.991505,HIT,true,12436
2628,0.434974,MISS,,11880
2629,0.530902,MISS,,12001
2630,0.387450,MISS,,11698
2631,0.623121,MISS,,11608
2632,0.450358,MISS,,11961
2633,0.664486,MISS,,11680
2634,0.951036,HIT,true,14211
2635,0.354037,MISS,,11952
2636,0.942436,HIT,true,11873
2637,0.538488,MISS,,11629
2638,0.895376,HIT,true,12258
2639,0.899368,HIT,true,11793
2640,0.566248,MISS,,12107
2641,0.901819,HIT,true,12415
2642,0.705496,MISS,,12117
2643,0.670019,MISS,,11763
2644,0.532917,MISS,,11972
2645,0.713678,MISS,,13772
2646,0.862142,HIT,true,12475
2647,0.530485,MISS,,11667
2648,0.532672,MISS,,12528
2649,0.488639,MISS,,11702
2650,0.507387,MISS,,12405
2651,0.550410,MISS,,12160
2652,0.452822,MISS,,11749
2653,0.440332,MISS,,13307
2654,0.540529,MISS,,16280
2655,0.446349,MISS,,16009
2656,0.481428,MISS,,15866
2657,0.812581,MISS,,14854
2658,0.586229,MISS,,12314
2659,0.489065,MISS,,12161
2660,0.712442,MISS,,13333
2661,0.490184,MISS,,11553
2662,0.924554,HIT,true,12326
2663,0.945642,HIT,true,12500
2664,0.610806,MISS,,12595
2665,0.674269,MISS,,13618
2666,0.628734,MISS,,13158
2667,0.421178,MISS,,13255
2668,0.565116,MISS,,12164
2669,0.457566,MISS,,11567
2670,0.576704,MISS,,12456
2671,0.866779,HIT,true,12858
2672,0.847263,MISS,,12348
2673,0.673925,MISS,,12172
2674,0.379434,MISS,,11855
2675,0.547451,MISS,,12191
2676,0.859533,HIT,false,15107
2677,0.686990,MISS,,11647
2678,0.430532,MISS,,12582
2679,0.846776,MISS,,12988
2680,0.682094,MISS,,11823
2681,0.683426,MISS,,11661
2682,0.497279,MISS,,11382
2683,0.415366,MISS,,11932
2684,0.298478,MISS,,11720
2685,0.584045,MISS,,11517
2686,0.442144,MISS,,12577
2687,0.697686,MISS,,11711
2688,0.613861,MISS,,13049
2689,0.549183,MISS,,13071
2690,0.391886,MISS,,13267
2691,0.589193,MISS,,11741
2692,0.720692,MISS,,12181
2693,0.486487,MISS,,12670
2694,0.654038,MISS,,11573
2695,0.827818,MISS,,11594
2696,0.748043,MISS,,12255
2697,0.410907,MISS,,11445
2698,0.424641,MISS,,13214
2699,0.320225,MISS,,11930
2700,0.741485,MISS,,12778
2701,0.525502,MISS,,11620
2702,0.462257,MISS,,11636
2703,0.805089,MISS,,12620
2704,0.584015,MISS,,11941
2705,0.891379,HIT,true,11666
2706,0.748731,MISS,,12022
2707,0.317926,MISS,,11984
2708,0.578878,MISS,,12747
2709,0.627792,MISS,,11496
2710,0.661446,MISS,,12974
2711,0.921459,HIT,true,11520
2712,0.772679,MISS,,11899
2713,0.851984,HIT,true,13332
2714,0.320705,MISS,,11961
2715,0.508503,MISS,,11865
2716,0.738068,MISS,,11511
2717,0.982999,HIT,true,12275
2718,0.742721,MISS,,11543
2719,0.532328,MISS,,11675
2720,0.598761,MISS,,13951
2721,0.470103,MISS,,12297
2722,0.420915,MISS,,12548
2723,0.564360,MISS,,11294
2724,0.473181,MISS,,12030
2725,0.635185,MISS,,11718
2726,0.806690,MISS,,11475
