id,sim,decision,correct,lookup_us
9784,0.865985,HIT,true,16631
9785,0.394958,MISS,,17378
9786,0.626328,MISS,,16690
9787,0.733032,MISS,,16522
9788,0.743953,MISS,,16694
9789,0.874689,HIT,true,16456
9790,0.701345,MISS,,17387
9791,0.495812,MISS,,18792
9792,0.604992,MISS,,17787
9793,0.900753,HIT,true,16984
9794,0.932505,HIT,true,14953
9795,0.809141,MISS,,16143
9796,0.828360,MISS,,17214
9797,0.862996,HIT,true,16388
9798,0.571556,MISS,,17631
9799,0.743163,MISS,,17197
9800,0.874195,HIT,true,15313
9801,0.519239,MISS,,17383
9802,0.486879,MISS,,15786
9803,0.483062,MISS,,16929
9804,0.828417,MISS,,15993
9805,0.895742,HIT,true,17106
9806,0.879408,HIT,true,17593
9807,0.579660,MISS,,17306
9808,0.985907,HIT,true,18525
9809,0.656543,MISS,,17387
9810,0.889828,HIT,true,15661
9811,0.869992,HIT,true,17694
9812,0.844185,MISS,,15839
9813,0.945164,HIT,true,16408
9814,0.506131,MISS,,17771
9815,0.954342,HIT,true,17552
9816,0.883711,HIT,false,16577
9817,0.392735,MISS,,15820
9818,0.784749,MISS,,16878
9819,0.852065,HIT,true,15340
9820,0.666525,MISS,,16520
9821,0.975134,HIT,true,16712
9822,0.851100,HIT,true,17202
9823,0.655824,MISS,,16865
9824,0.968667,HIT,true,17192
9825,0.557737,MISS,,20596
9826,0.997705,HIT,true,17196
9827,0.848956,MISS,,20752
9828,0.964078,HIT,true,18835
9829,0.662661,MISS,,18740
9830,0.888203,HIT,true,17578
9831,0.953868,HIT,true,16283
9832,0.596463,MISS,,17062
9833,0.964323,HIT,true,17347
9834,0.703789,MISS,,17208
9835,0.915438,HIT,true,17914
9836,0.816199,MISS,,17612
9837,0.977188,HIT,true,18573
9838,0.520909,MISS,,17055
9839,0.470356,MISS,,18399
9840,0.954557,HIT,true,17018
9841,0.511689,MISS,,17007
9842,0.853641,HIT,true,15763
9843,0.824405,MISS,,19413
9844,0.437752,MISS,,20872
9845,0.648118,MISS,,16715
9846,0.907080,HIT,true,16843
9847,0.885722,HIT,true,17778
9848,0.903012,HIT,true,19862
9849,0.571248,MISS,,30544
9850,0.782003,MISS,,18148
9851,0.948955,HIT,true,20655
9852,0.487751,MISS,,19194
9853,0.419513,MISS,,17405
9854,0.935083,HIT,true,18946
9855,0.885509,HIT,true,18131
9856,0.324106,MISS,,17965
9857,0.507139,MISS,,17357
9858,0.888637,HIT,true,19554
9859,0.971616,HIT,true,18220
9860,0.949976,HIT,true,17828
9861,0.551779,MISS,,18448
9862,0.858300,HIT,true,16577
9863,0.934223,HIT,true,17037
9864,0.865338,HIT,true,17385
9865,0.872280,HIT,true,18734
9866,0.929642,HIT,true,18421
9867,0.466068,MISS,,17873
9868,0.592317,MISS,,17414
9869,0.788399,MISS,,17841
9870,0.964052,HIT,true,18633
9871,0.471380,MISS,,18262
9872,0.704232,MISS,,19013
9873,0.518938,MISS,,20328
9874,0.929223,HIT,true,19158
9875,0.651221,MISS,,17145
9876,0.513274,MISS,,17078
9877,0.894513,HIT,true,17767
9878,0.965593,HIT,true,17208
9879,0.927535,HIT,true,18106
9880,0.928310,HIT,true,19161
9881,0.539227,MISS,,17654
9882,0.933410,HIT,true,17219
9883,0.992926,HIT,true,17612
9884,0.881613,HIT,true,19095
9885,0.852875,HIT,true,16940
9886,0.588120,MISS,,17246
9887,0.970106,HIT,true,16947
9888,0.525396,MISS,,19299
9889,0.994031,HIT,true,17927
9890,0.953611,HIT,true,21144
9891,0.990792,HIT,true,33033
9892,0.946049,HIT,true,32147
9893,0.547462,MISS,,20176
9894,0.908583,HIT,true,19993
9895,0.933473,HIT,true,17999
9896,0.960119,HIT,true,18952
9897,0.947148,HIT,true,25641
9898,0.876184,HIT,true,22342
9899,0.905386,HIT,true,27329
9900,0.531203,MISS,,29789
9901,0.873213,HIT,true,26831
9902,0.786615,MISS,,28057
9903,0.962127,HIT,true,22879
9904,0.963715,HIT,true,25441
9905,0.939453,HIT,true,26348
9906,0.926352,HIT,false,26750
9907,0.625142,MISS,,19398
9908,0.379790,MISS,,17494
9909,0.645051,MISS,,18104
9910,0.863277,HIT,true,18644
9911,0.516929,MISS,,19917
9912,0.962154,HIT,true,22811
9913,0.852762,HIT,true,21549
9914,0.539221,MISS,,23021
9915,0.890857,HIT,true,24056
9916,0.822541,MISS,,24801
9917,0.561916,MISS,,26078
9918,0.912850,HIT,true,20577
9919,0.851208,HIT,true,21089
9920,0.699692,MISS,,21492
9921,0.942440,HIT,true,21872
9922,0.893955,HIT,true,20679
9923,0.963136,HIT,true,21460
9924,0.427201,MISS,,22311
9925,0.854948,HIT,true,21126
9926,0.817678,MISS,,20911
9927,0.983201,HIT,true,20047
9928,0.802963,MISS,,21837
9929,0.866141,HIT,true,23119
9930,0.980190,HIT,true,21386
9931,0.879375,HIT,true,22249
9932,0.810459,MISS,,20417
9933,0.988685,HIT,true,20564
9934,0.990551,HIT,true,19876
9935,0.597075,MISS,,21905
9936,0.659377,MISS,,21865
9937,0.833966,MISS,,20912
9938,0.829412,MISS,,19280
9939,0.916740,HIT,true,19261
9940,0.861760,HIT,true,17846
9941,0.916695,HIT,true,17454
9942,0.687033,MISS,,21253
9943,0.692681,MISS,,20565
9944,0.533430,MISS,,21387
9945,0.856479,HIT,true,23045
9946,0.998823,HIT,true,25861
9947,0.930677,HIT,true,27943
9948,0.890723,HIT,true,28534
9949,0.853730,HIT,false,29616
9950,0.997583,HIT,true,29764
9951,0.777878,MISS,,23557
9952,0.988281,HIT,true,26182
9953,0.632043,MISS,,25445
9954,0.879137,HIT,true,23328
9955,0.686717,MISS,,23429
9956,0.590712,MISS,,27740
9957,0.976123,HIT,true,28137
9958,0.493063,MISS,,22402
9959,0.966335,HIT,true,23934
9960,0.526782,MISS,,25682
9961,0.944862,HIT,true,29392
9962,0.570299,MISS,,26812
9963,0.920902,HIT,true,24637
9964,0.977193,HIT,true,21317
9965,0.991706,HIT,true,23354
9966,0.919057,HIT,true,23096
9967,0.918543,HIT,true,27109
9968,0.826280,MISS,,25115
9969,0.908677,HIT,true,35358
9970,0.757440,MISS,,32442
9971,0.997371,HIT,true,20929
9972,0.939087,HIT,true,22399
9973,0.981343,HIT,true,33543
9974,0.896579,HIT,true,44586
9975,0.528691,MISS,,34564
9976,0.338125,MISS,,27091
9977,0.981539,HIT,true,32783
9978,0.659352,MISS,,23374
9979,0.902453,HIT,true,20744
9980,0.752230,MISS,,18470
9981,0.660073,MISS,,28583
9982,0.911843,HIT,true,37662
9983,0.872617,HIT,true,32034
9984,0.483891,MISS,,27772
9985,0.655250,MISS,,25110
9986,0.818034,MISS,,25602
9987,0.744876,MISS,,28043
9988,0.947279,HIT,true,26479
9989,0.416755,MISS,,25992
9990,0.749308,MISS,,23280
9991,0.534302,MISS,,30294
9992,0.979262,HIT,true,24119
9993,0.529699,MISS,,26014
9994,0.818691,MISS,,23011
9995,0.600564,MISS,,23132
9996,0.434310,MISS,,24332
9997,0.863214,HIT,true,25715
9998,0.781820,MISS,,23765
9999,0.795038,MISS,,24558
10000,0.534184,MISS,,23250
10001,0.842360,MISS,,23082
10002,0.950261,HIT,true,25207
10003,0.988391,HIT,true,24472
10004,0.909254,HIT,true,23017
10005,0.914590,HIT,true,23281
10006,0.477466,MISS,,23548
10007,0.644774,MISS,,24423
10008,0.601418,MISS,,24873
10009,0.743910,MISS,,23534
10010,0.803470,MISS,,24297
10011,0.450490,MISS,,22703
10012,0.769072,MISS,,24119
10013,1.000000,HIT,true,23954
10014,0.665958,MISS,,25195
10015,0.776206,MISS,,23074
10016,0.506389,MISS,,23631
10017,0.491013,MISS,,25885
10018,0.893475,HIT,true,22763
10019,0.781439,MISS,,27501
10020,0.719701,MISS,,24870
10021,0.932297,HIT,true,25567
10022,0.875468,HIT,true,22429
10023,0.850148,HIT,true,29298
10024,0.717232,MISS,,31184
10025,0.912788,HIT,false,25405
10026,0.517438,MISS,,23965
10027,0.870103,HIT,true,21970
10028,0.889644,HIT,true,20791
10029,0.742116,MISS,,45125
10030,0.893390,HIT,false,23641
10031,0.868852,HIT,false,27979
10032,0.757801,MISS,,23101
10033,0.910420,HIT,true,17777
10034,0.784022,MISS,,17964
10035,0.936379,HIT,true,21993
10036,0.894680,HIT,true,19611
10037,0.822311,MISS,,18554
10038,0.583866,MISS,,18416
10039,0.499842,MISS,,21885
10040,0.873401,HIT,true,26862
10041,0.955340,HIT,true,24456
10042,0.975662,HIT,true,27398
10043,0.801392,MISS,,22863
10044,0.912538,HIT,true,24071
10045,0.477466,MISS,,20965
10046,0.908852,HIT,true,21753
10047,0.875653,HIT,true,28109
10048,0.644347,MISS,,23184
10049,0.873814,HIT,true,24662
10050,0.889524,HIT,true,24004
10051,0.832087,MISS,,22616
10052,0.688058,MISS,,24538
10053,0.929749,HIT,true,25072
10054,0.975280,HIT,true,22099
10055,0.615542,MISS,,30792
10056,0.881092,HIT,true,26478
10057,0.965984,HIT,false,27914
10058,0.501440,MISS,,22461
10059,0.934047,HIT,true,24814
10060,0.846142,MISS,,27432
10061,0.430272,MISS,,30864
10062,0.854907,HIT,true,32173
10063,0.838284,MISS,,32202
10064,0.702647,MISS,,28936
10065,0.890304,HIT,true,24843
10066,0.910856,HIT,true,28582
10067,0.937657,HIT,true,34992
10068,0.675036,MISS,,31108
10069,0.432350,MISS,,27169
10070,0.956290,HIT,true,28762
10071,0.917337,HIT,true,30844
10072,0.407202,MISS,,27960
10073,0.813856,MISS,,23541
10074,0.872248,HIT,true,28674
10075,0.961874,HIT,true,24662
10076,0.687717,MISS,,29498
10077,0.882739,HIT,true,30876
10078,0.611965,MISS,,24098
10079,0.464673,MISS,,24025
10080,0.994873,HIT,true,24679
10081,0.583830,MISS,,25409
10082,0.962841,HIT,true,26074
10083,0.835797,MISS,,26405
10084,0.614233,MISS,,23900
10085,0.748479,MISS,,22739
10086,0.455096,MISS,,28707
10087,0.976317,HIT,true,28676
10088,0.694703,MISS,,25426
10089,0.574215,MISS,,24645
10090,0.874088,HIT,true,23060
10091,0.552385,MISS,,22247
10092,0.912195,HIT,true,24045
10093,0.992593,HIT,true,23907
10094,0.619254,MISS,,22532
10095,0.555933,MISS,,27341
10096,0.518857,MISS,,24833
10097,0.723607,MISS,,24670
10098,0.508226,MISS,,24310
10099,0.700268,MISS,,21043
10100,0.537754,MISS,,19859
10101,0.533476,MISS,,18063
10102,0.815957,MISS,,18102
10103,0.438911,MISS,,19924
10104,0.742681,MISS,,22287
10105,0.366671,MISS,,21073
10106,0.928530,HIT,true,26150
10107,0.557283,MISS,,19411
10108,0.872514,HIT,true,21219
10109,0.560994,MISS,,21355
10110,0.410775,MISS,,20948
10111,0.479883,MISS,,19862
10112,0.545981,MISS,,19349
10113,0.969042,HIT,true,17806
10114,0.971537,HIT,true,19461
10115,0.510404,MISS,,19023
10116,0.823337,MISS,,19725
10117,0.926502,HIT,true,22520
10118,0.754030,MISS,,17458
10119,0.799341,MISS,,19430
10120,0.710096,MISS,,21011
10121,0.767362,MISS,,18273
10122,0.790055,MISS,,17213
10123,0.858851,HIT,true,25518
10124,0.718859,MISS,,23545
10125,0.943784,HIT,true,19835
10126,0.600658,MISS,,18466
10127,0.845664,MISS,,19198
10128,0.758197,MISS,,20439
10129,0.667232,MISS,,20053
10130,0.624878,MISS,,19832
10131,0.868163,HIT,true,20081
10132,0.535638,MISS,,19107
10133,0.993227,HIT,true,20077
10134,0.903750,HIT,true,17106
10135,0.510173,MISS,,19506
10136,0.982332,HIT,true,19998
10137,0.882282,HIT,true,20447
10138,0.826659,MISS,,17948
10139,0.959693,HIT,true,19772
10140,0.710762,MISS,,20000
10141,0.574268,MISS,,19784
10142,0.889147,HIT,true,18952
10143,0.659028,MISS,,19584
10144,0.706694,MISS,,19488
10145,0.612764,MISS,,18638
10146,0.955875,HIT,true,19108
10147,0.739425,MISS,,18453
10148,0.968087,HIT,true,19435
10149,0.909393,HIT,true,20294
10150,0.853984,HIT,true,21030
10151,0.437925,MISS,,19946
10152,0.868467,HIT,true,17609
10153,0.769721,MISS,,20458
10154,0.724615,MISS,,19395
10155,0.991196,HIT,true,16783
10156,0.994376,HIT,true,18904
10157,0.919232,HIT,true,20901
10158,0.794020,MISS,,19899
10159,0.920128,HIT,true,19611
10160,0.779231,MISS,,17576
10161,0.919615,HIT,true,18349
10162,0.741661,MISS,,20175
10163,0.896267,HIT,true,17406
10164,0.759794,MISS,,19694
10165,0.642335,MISS,,19694
10166,0.663746,MISS,,20023
10167,0.940124,HIT,true,18080
10168,0.484114,MISS,,20243
10169,0.585255,MISS,,20051
10170,0.650929,MISS,,19002
10171,0.841211,MISS,,19405
10172,0.435601,MISS,,19893
10173,0.838717,MISS,,17867
10174,0.557530,MISS,,19666
10175,0.920019,HIT,true,17866
10176,0.951915,HIT,true,16819
10177,0.878370,HIT,true,18483
10178,0.890539,HIT,true,19986
10179,0.992220,HIT,true,19337
10180,0.817193,MISS,,23535
10181,0.586119,MISS,,20687
10182,0.864867,HIT,true,21908
10183,0.871445,HIT,true,20040
10184,0.549763,MISS,,18063
10185,0.914284,HIT,true,20802
10186,0.893528,HIT,true,18132
10187,0.864611,HIT,true,19792
10188,0.776533,MISS,,18345
10189,0.956129,HIT,true,16739
10190,0.466717,MISS,,19929
10191,0.506025,MISS,,18941
10192,0.593529,MISS,,19511
10193,0.855935,HIT,true,19796
10194,0.945159,HIT,true,19441
10195,0.950769,HIT,true,17634
10196,0.856173,HIT,true,19674
10197,0.924956,HIT,true,17496
10198,0.873919,HIT,true,18557
10199,0.600462,MISS,,20524
10200,0.565748,MISS,,20309
10201,0.854032,HIT,true,19941
10202,0.542830,MISS,,17524
10203,0.889179,HIT,true,18639
10204,0.539332,MISS,,20218
10205,0.782327,MISS,,18801
10206,0.853281,HIT,true,21771
10207,0.604104,MISS,,17808
10208,0.501772,MISS,,19036
10209,0.911873,HIT,true,21417
10210,0.943334,HIT,true,17801
10211,0.748676,MISS,,18467
10212,0.877844,HIT,true,19376
10213,0.898879,HIT,false,20962
10214,0.934173,HIT,true,20579
10215,0.801205,MISS,,20947
10216,0.847342,MISS,,23626
10217,0.872794,HIT,true,19197
10218,0.915207,HIT,true,19070
10219,0.990170,HIT,true,40027
10220,0.889880,HIT,true,22250
10221,0.650527,MISS,,19334
10222,0.752941,MISS,,19561
10223,0.969186,HIT,true,21168
10224,0.928199,HIT,true,18693
10225,0.859214,HIT,true,23543
10226,0.833155,MISS,,20067
10227,0.904933,HIT,true,18218
10228,0.684476,MISS,,20127
10229,0.798225,MISS,,18070
10230,0.917601,HIT,true,18241
10231,0.801440,MISS,,17994
10232,0.679287,MISS,,21997
10233,0.947593,HIT,false,17819
10234,0.807325,MISS,,18437
10235,0.554301,MISS,,18135
10236,0.917018,HIT,true,18130
10237,0.791108,MISS,,19202
10238,0.740117,MISS,,17944
10239,0.941170,HIT,true,21831
10240,0.814600,MISS,,21310
10241,0.936821,HIT,true,19751
10242,0.985758,HIT,true,18122
10243,0.956924,HIT,true,19457
10244,0.876075,HIT,true,18598
10245,0.979062,HIT,true,19611
10246,0.950105,HIT,true,20284
10247,0.901278,HIT,true,19736
10248,0.695452,MISS,,18156
10249,0.592004,MISS,,19970
10250,0.792272,MISS,,18469
10251,0.935573,HIT,true,26681
10252,0.479525,MISS,,25658
10253,0.615931,MISS,,23096
10254,0.336775,MISS,,19944
10255,0.936774,HIT,true,23256
10256,0.804028,MISS,,22584
10257,0.912491,HIT,true,20808
10258,0.914457,HIT,true,21394
10259,0.628845,MISS,,21437
10260,0.817944,MISS,,20912
10261,0.802193,MISS,,19003
10262,0.860075,HIT,true,17506
10263,0.741600,MISS,,18487
10264,0.977597,HIT,true,20132
10265,0.888851,HIT,true,19106
10266,0.475270,MISS,,19774
10267,0.964679,HIT,true,17559
10268,0.890338,HIT,false,19271
10269,0.467907,MISS,,19688
10270,0.613060,MISS,,18553
10271,0.782631,MISS,,21276
10272,0.595450,MISS,,19815
10273,0.637401,MISS,,18289
10274,0.523465,MISS,,19611
10275,0.915409,HIT,true,18625
10276,0.871873,HIT,true,18452
10277,0.826240,MISS,,18150
10278,0.966476,HIT,true,20758
10279,0.933929,HIT,true,21907
10280,0.533914,MISS,,17572
10281,0.933722,HIT,true,17933
10282,0.962141,HIT,true,19878
10283,0.643714,MISS,,17971
10284,0.983704,HIT,true,18247
10285,0.986801,HIT,true,20773
10286,0.687926,MISS,,19957
10287,0.945593,HIT,true,18985
10288,0.956986,HIT,true,18084
10289,0.874958,HIT,true,17139
10290,0.876297,HIT,true,19781
10291,0.522173,MISS,,19230
10292,0.747201,MISS,,19190
10293,0.885244,HIT,false,19608
10294,0.748297,MISS,,19569
10295,0.444634,MISS,,18660
10296,0.960024,HIT,true,19039
10297,0.825136,MISS,,17812
10298,0.992425,HIT,true,17487
10299,0.896893,HIT,true,21693
10300,0.642815,MISS,,19348
10301,0.857854,HIT,false,18505
10302,0.844867,MISS,,17492
10303,0.751000,MISS,,21129
10304,0.953264,HIT,true,19636
10305,0.851067,HIT,true,17710
10306,0.854514,HIT,true,23536
10307,0.890285,HIT,true,26084
10308,0.833701,MISS,,22652
10309,0.776236,MISS,,23170
10310,0.909710,HIT,true,22446
10311,0.823264,MISS,,22172
10312,0.986811,HIT,true,22659
10313,0.399278,MISS,,24405
10314,0.852682,HIT,true,23655
10315,0.869068,HIT,true,23560
10316,0.967135,HIT,true,22882
10317,0.726662,MISS,,24447
10318,0.811608,MISS,,25288
10319,0.904851,HIT,true,32142
10320,0.811000,MISS,,26100
10321,0.427585,MISS,,24072
10322,0.958385,HIT,true,24987
10323,0.504086,MISS,,29678
10324,0.903373,HIT,true,28926
10325,0.915110,HIT,true,26964
10326,0.479845,MISS,,25540
10327,0.907380,HIT,false,25014
10328,0.398323,MISS,,21430
10329,0.915122,HIT,true,22276
10330,0.586650,MISS,,25983
10331,0.478197,MISS,,26488
10332,0.745637,MISS,,27072
10333,0.466094,MISS,,22911
10334,0.355404,MISS,,23932
10335,0.854663,HIT,false,28326
10336,0.931906,HIT,true,30755
10337,0.412637,MISS,,31903
10338,0.727151,MISS,,29590
10339,0.875713,HIT,false,31973
10340,0.983901,HIT,true,27176
10341,0.844773,MISS,,27755
10342,0.530211,MISS,,30799
10343,0.892988,HIT,true,28810
10344,0.932658,HIT,false,26143
10345,0.863960,HIT,true,28444
10346,0.571415,MISS,,31115
10347,0.616744,MISS,,26370
10348,0.948451,HIT,true,28205
10349,0.909002,HIT,true,27238
10350,0.542801,MISS,,32433
10351,0.770079,MISS,,32324
10352,0.920194,HIT,true,41941
10353,0.965901,HIT,true,28576
10354,0.475953,MISS,,30870
10355,0.924425,HIT,true,29773
10356,0.949115,HIT,true,29321
10357,0.977055,HIT,true,29691
10358,0.808008,MISS,,31346
10359,0.598547,MISS,,31050
10360,0.817040,MISS,,28995
10361,0.735147,MISS,,29615
10362,0.792545,MISS,,27455
10363,0.911071,HIT,true,27705
10364,0.514437,MISS,,28318
10365,0.564162,MISS,,28755
10366,0.499056,MISS,,26275
10367,0.987644,HIT,true,31090
10368,0.938050,HIT,true,28185
10369,0.976077,HIT,true,30843
10370,0.709348,MISS,,27639
10371,0.932196,HIT,true,25615
10372,0.562483,MISS,,24840
10373,0.742614,MISS,,28653
10374,0.755626,MISS,,27484
10375,0.316366,MISS,,24902
10376,0.865457,HIT,false,24240
10377,0.845991,MISS,,28073
10378,0.592218,MISS,,23579
10379,0.939690,HIT,true,27107
10380,0.949265,HIT,true,24903
10381,0.866178,HIT,false,20401
10382,0.983983,HIT,true,22060
10383,0.867610,HIT,true,19910
10384,0.989015,HIT,true,21731
10385,0.805937,MISS,,21661
10386,0.951889,HIT,true,21099
10387,0.826897,MISS,,19573
10388,0.899052,HIT,true,22990
10389,0.431471,MISS,,23203
10390,0.992453,HIT,true,22828
10391,0.960239,HIT,true,25835
10392,0.938012,HIT,true,23055
10393,0.831537,MISS,,24645
10394,0.833072,MISS,,23653
10395,0.913660,HIT,true,25523
10396,0.698939,MISS,,25074
10397,0.825079,MISS,,30350
10398,0.989667,HIT,true,40946
10399,0.758886,MISS,,30457
10400,0.328547,MISS,,31256
10401,0.941402,HIT,true,29615
10402,0.838193,MISS,,33257
10403,0.549298,MISS,,29231
10404,0.860665,HIT,true,35281
10405,0.592882,MISS,,34282
10406,0.756657,MISS,,33381
10407,0.710245,MISS,,29311
10408,0.935310,HIT,true,28774
10409,0.471175,MISS,,31324
10410,0.771398,MISS,,28415
10411,0.921744,HIT,true,27225
10412,0.470540,MISS,,27768
10413,0.952496,HIT,true,30949
10414,0.739964,MISS,,27143
10415,0.889236,HIT,false,28518
10416,0.932861,HIT,true,31304
10417,0.676066,MISS,,32667
10418,0.636091,MISS,,35435
10419,0.939392,HIT,true,30228
10420,0.908909,HIT,true,30195
10421,0.866353,HIT,true,30449
10422,0.564932,MISS,,30669
10423,0.591511,MISS,,34488
10424,0.852007,HIT,true,31641
10425,0.960421,HIT,true,35461
10426,0.934884,HIT,true,33361
10427,0.585503,MISS,,33661
10428,0.701465,MISS,,36641
10429,0.892560,HIT,true,29998
10430,0.446752,MISS,,40040
10431,0.743734,MISS,,34725
10432,0.586426,MISS,,45200
10433,0.888138,HIT,true,35864
10434,0.481168,MISS,,37489
10435,0.418278,MISS,,34597
10436,0.813276,MISS,,51934
10437,0.889370,HIT,true,53332
10438,0.963098,HIT,true,36901
10439,0.953500,HIT,true,35167
10440,0.608659,MISS,,42591
10441,0.997753,HIT,true,31692
10442,0.932465,HIT,true,35622
10443,0.669993,MISS,,33999
10444,0.904181,HIT,true,38331
10445,0.788758,MISS,,37658
10446,0.961205,HIT,true,39042
10447,0.869364,HIT,true,42344
10448,0.801890,MISS,,34824
10449,0.670462,MISS,,39824
10450,0.958712,HIT,true,31620
10451,0.904571,HIT,true,37090
10452,0.477144,MISS,,33793
10453,0.621452,MISS,,34312
10454,0.858930,HIT,true,43793
10455,0.952138,HIT,true,42015
10456,0.663167,MISS,,39503
10457,0.905985,HIT,true,46257
10458,0.704338,MISS,,37280
10459,0.722580,MISS,,39404
10460,0.511572,MISS,,34383
10461,0.910745,HIT,true,31202
10462,0.725899,MISS,,38978
10463,0.640455,MISS,,34696
10464,0.736928,MISS,,40567
10465,0.972033,HIT,true,40820
10466,0.788839,MISS,,45546
10467,0.438408,MISS,,45022
10468,0.987192,HIT,true,61320
10469,0.991499,HIT,true,62145
10470,0.932273,HIT,true,39881
10471,0.602842,MISS,,35374
10472,0.543728,MISS,,31596
10473,0.980742,HIT,true,41020
10474,0.446929,MISS,,41809
10475,0.670487,MISS,,38700
10476,0.532925,MISS,,41141
10477,0.947988,HIT,true,36753
10478,0.756674,MISS,,40705
10479,0.815231,MISS,,37159
10480,0.948155,HIT,true,36517
10481,0.603588,MISS,,37543
10482,0.561984,MISS,,38662
10483,0.677468,MISS,,35395
10484,0.575846,MISS,,37586
10485,0.335419,MISS,,35556
10486,0.949861,HIT,true,35489
10487,0.559753,MISS,,38391
10488,0.559653,MISS,,35611
10489,0.945411,HIT,true,38187
10490,0.538392,MISS,,35540
10491,0.628123,MISS,,35436
10492,0.838426,MISS,,34434
10493,0.589630,MISS,,32575
10494,0.888952,HIT,true,34398
10495,0.976110,HIT,true,35152
10496,0.873765,HIT,true,34122
10497,0.981646,HIT,true,33748
10498,0.927986,HIT,true,34707
10499,0.734449,MISS,,35121
10500,0.908239,HIT,true,34676
10501,0.738548,MISS,,32333
10502,0.744724,MISS,,33925
10503,0.926177,HIT,true,37402
10504,0.883376,HIT,true,29073
10505,0.840889,MISS,,34601
10506,0.858161,HIT,true,35253
10507,0.514238,MISS,,38539
10508,0.692568,MISS,,28348
10509,0.811337,MISS,,29881
10510,0.423181,MISS,,37093
10511,0.665109,MISS,,59514
10512,0.811577,MISS,,34045
10513,0.477723,MISS,,44057
10514,0.988469,HIT,true,43212
10515,0.890653,HIT,true,31314
10516,0.872342,HIT,true,30371
10517,0.875545,HIT,true,32963
10518,0.631065,MISS,,33134
10519,0.917864,HIT,true,34066
10520,0.412883,MISS,,28767
10521,0.974777,HIT,true,39072
10522,0.901835,HIT,true,34133
10523,0.981626,HIT,true,35110
10524,0.452923,MISS,,47749
10525,0.908756,HIT,true,32797
10526,0.490672,MISS,,24231
10527,0.856907,HIT,true,27609
10528,0.923196,HIT,true,30340
10529,0.889680,HIT,true,27991
10530,0.456282,MISS,,25123
10531,0.919258,HIT,true,26148
10532,0.927502,HIT,true,26040
10533,0.938047,HIT,true,23061
10534,0.903883,HIT,true,26882
10535,0.730196,MISS,,24095
10536,0.972480,HIT,true,24013
10537,0.620429,MISS,,23960
10538,0.942103,HIT,true,23956
10539,0.975191,HIT,true,24150
10540,0.496926,MISS,,26363
10541,0.979777,HIT,true,24482
10542,0.912178,HIT,true,24002
10543,0.862400,HIT,true,23868
10544,0.703396,MISS,,23550
10545,0.857779,HIT,false,26166
10546,0.749460,MISS,,22721
10547,0.918220,HIT,true,23688
10548,0.636481,MISS,,22729
10549,0.893683,HIT,true,22553
10550,0.947938,HIT,true,23302
10551,0.823656,MISS,,24318
10552,0.928208,HIT,true,22948
10553,0.451355,MISS,,22830
10554,0.927651,HIT,true,23526
10555,0.750959,MISS,,22498
10556,0.893485,HIT,true,23520
10557,0.980709,HIT,true,23853
10558,0.676568,MISS,,24552
10559,0.914842,HIT,true,22887
10560,0.592128,MISS,,23014
10561,0.923703,HIT,true,23673
10562,0.835240,MISS,,25294
10563,0.848321,MISS,,23237
10564,0.779483,MISS,,25380
10565,0.928322,HIT,true,23668
10566,0.913927,HIT,true,23032
10567,0.997986,HIT,true,22689
10568,0.839014,MISS,,26645
10569,0.602688,MISS,,22938
10570,0.842269,MISS,,23712
10571,0.943904,HIT,true,23693
10572,0.399060,MISS,,25548
10573,0.914435,HIT,true,24104
10574,0.873216,HIT,true,29927
10575,0.849776,MISS,,26527
10576,0.808930,MISS,,24083
10577,0.916727,HIT,true,25363
10578,0.461591,MISS,,29346
10579,0.504827,MISS,,24056
10580,0.842893,MISS,,25458
10581,0.875854,HIT,true,28234
10582,0.660313,MISS,,23400
10583,0.894611,HIT,true,25240
10584,0.616381,MISS,,23192
10585,0.489684,MISS,,23486
10586,0.563330,MISS,,21282
10587,0.417765,MISS,,22317
10588,0.746197,MISS,,26049
10589,0.805552,MISS,,24811
10590,0.461030,MISS,,23501
10591,0.691733,MISS,,22653
10592,0.945450,HIT,true,20760
10593,0.771652,MISS,,22521
10594,0.951160,HIT,true,25447
10595,0.893083,HIT,true,24328
10596,0.990743,HIT,true,24625
10597,0.359299,MISS,,27293
10598,0.431658,MISS,,25797
10599,0.890472,HIT,true,23919
10600,0.921862,HIT,true,24843
10601,0.468088,MISS,,24601
10602,0.893308,HIT,true,23877
10603,0.952579,HIT,true,21669
10604,0.822385,MISS,,21115
10605,0.955678,HIT,false,21383
10606,0.843918,MISS,,24444
10607,0.614173,MISS,,25948
10608,0.925853,HIT,true,25782
10609,0.812904,MISS,,27399
10610,0.725925,MISS,,22971
10611,0.855623,HIT,false,24809
10612,0.402076,MISS,,23554
10613,0.755322,MISS,,24247
10614,0.949358,HIT,true,23914
10615,0.870364,HIT,true,23673
10616,0.874076,HIT,true,25723
10617,0.591023,MISS,,23633
10618,0.670622,MISS,,23956
10619,0.936818,HIT,true,22100
10620,0.801647,MISS,,22337
10621,0.613969,MISS,,21112
10622,0.914522,HIT,true,23767
10623,0.975902,HIT,true,27111
10624,0.681339,MISS,,23292
10625,0.411459,MISS,,21499
10626,0.681823,MISS,,21467
10627,0.920842,HIT,true,20522
10628,0.588132,MISS,,24701
10629,0.912664,HIT,true,23292
10630,0.996820,HIT,true,20733
10631,0.902050,HIT,true,20315
