query_index,class_id,best_same,best_cross,nn_sim,nn_same_class
19080,23155,0.978006,0.393638,0.978006,true
19090,44381,0.993271,0.508931,0.993271,true
19100,14117,0.946659,0.515419,0.946659,true
19110,53665,0.921253,0.737174,0.921253,true
19120,32447,0.783529,0.554977,0.783529,true
19130,10600,0.819941,0.592904,0.819941,true
19140,39315,0.943639,0.762490,0.943639,true
19150,35597,0.819573,0.810799,0.819573,true
19160,50901,0.961759,0.701153,0.961759,true
19170,56254,0.868596,0.785880,0.868596,true
19180,52170,0.956531,0.986952,0.986952,false
19190,3503,0.927775,0.585746,0.927775,true
19200,52309,0.979592,0.833480,0.979592,true
19210,3967,0.958320,0.693484,0.958320,true
19220,889,0.963655,0.568812,0.963655,true
19230,25659,0.861062,0.617819,0.861062,true
19240,59649,0.925736,0.549080,0.925736,true
19250,30607,0.986246,0.496153,0.986246,true
19260,37113,0.933560,0.808140,0.933560,true
19270,14122,0.843530,0.697884,0.843530,true
19280,41165,0.932121,0.782878,0.932121,true
19290,46943,0.866005,0.619841,0.866005,true
19300,6123,0.909422,0.750964,0.909422,true
19310,41347,0.904537,0.730366,0.904537,true
19320,12699,0.962231,0.683536,0.962231,true
19330,34025,0.905985,0.589923,0.905985,true
19340,32469,0.933014,0.819681,0.933014,true
19350,10179,0.676290,0.630272,0.676290,true
19360,14548,0.836386,0.625695,0.836386,true
19370,5783,0.843130,0.597622,0.843130,true
19380,4204,0.958320,0.687287,0.958320,true
19390,36942,0.925819,0.614727,0.925819,true
19400,9535,0.949158,0.862423,0.949158,true
19410,28692,0.950701,0.548746,0.950701,true
19420,4957,0.753012,0.415986,0.753012,true
19430,35467,0.992625,0.503693,0.992625,true
19440,27492,0.925431,0.455748,0.925431,true
19450,50783,0.835319,0.616290,0.835319,true
19460,55077,0.976605,0.670440,0.976605,true
19470,6940,0.937817,0.362033,0.937817,true
19480,41585,0.985393,0.918561,0.985393,true
19490,9909,0.994514,0.548924,0.994514,true
19500,26967,0.771515,0.480820,0.771515,true
19510,30360,0.858213,0.420215,0.858213,true
19520,27057,0.935797,0.403950,0.935797,true
19530,52156,0.852330,0.541779,0.852330,true
19540,32868,0.942837,0.438258,0.942837,true
19550,47279,0.975281,0.694377,0.975281,true
19560,42316,0.979867,0.792965,0.979867,true
19570,7532,0.812624,0.628408,0.812624,true
19580,25562,0.946052,0.602679,0.946052,true
19590,58992,0.980315,0.453963,0.980315,true
19600,17293,0.848665,0.726927,0.848665,true
19610,44264,0.956983,0.464686,0.956983,true
19620,4494,0.887433,0.522453,0.887433,true
19630,23833,0.988982,0.601548,0.988982,true
19640,3071,0.878098,0.551741,0.878098,true
19650,38626,0.894838,0.835724,0.894838,true
19660,19633,0.860515,0.688890,0.860515,true
19670,19713,0.603435,0.496035,0.603435,true
19680,11377,0.898785,0.587960,0.898785,true
19690,31773,0.758716,0.441919,0.758716,true
19700,6073,0.843382,0.712903,0.843382,true
19710,47409,0.989476,0.749818,0.989476,true
19720,21902,0.839642,0.577732,0.839642,true
19730,33654,0.971115,0.699091,0.971115,true
19740,20737,0.924244,0.583694,0.924244,true
19750,13559,0.997101,0.612104,0.997101,true
19760,18794,0.986312,0.684768,0.986312,true
19770,8153,0.930599,0.462021,0.930599,true
19780,9535,0.975759,0.917214,0.975759,true
19790,9408,0.984587,0.757776,0.984587,true
19800,9982,0.957507,0.632896,0.957507,true
19810,26147,0.726256,0.740496,0.740496,false
19820,48485,0.985287,0.504399,0.985287,true
19830,55258,0.919972,0.849662,0.919972,true
19840,47457,0.981072,0.937537,0.981072,true
19850,25043,0.849343,0.769380,0.849343,true
19860,41893,0.997585,0.637124,0.997585,true
19870,31790,0.934738,0.851920,0.934738,true
19880,57467,0.893490,0.737216,0.893490,true
19890,15009,0.821648,0.696536,0.821648,true
19900,56012,0.894428,0.428765,0.894428,true
19910,14896,0.861030,0.817501,0.861030,true
19920,35043,0.898285,0.624405,0.898285,true
19930,15675,0.891049,0.688906,0.891049,true
19940,2938,0.522837,0.416998,0.522837,true
19950,41347,0.904537,0.736334,0.904537,true
19960,55879,0.949092,0.753173,0.949092,true
19970,8396,0.949827,0.491466,0.949827,true
19980,13577,0.948767,0.690305,0.948767,true
19990,153,0.933590,0.806429,0.933590,true
