query_index,class_id,best_same,best_cross,nn_sim,nn_same_class
0,40255,0.941772,0.494579,0.941772,true
10,181,0.809903,0.643181,0.809903,true
20,24815,0.985703,0.680127,0.985703,true
30,23832,0.850531,0.881697,0.881697,false
40,47624,0.911608,0.647277,0.911608,true
50,46530,0.991014,0.644163,0.991014,true
60,34486,0.961566,0.713518,0.961566,true
70,17249,0.790741,0.573780,0.790741,true
80,15688,0.960354,0.651435,0.960354,true
90,11841,0.877537,0.549298,0.877537,true
100,39925,0.969980,0.779315,0.969980,true
110,22525,0.773268,0.846062,0.846062,false
120,14464,0.923855,0.857469,0.923855,true
130,37015,0.879858,0.493772,0.879858,true
140,6540,0.871193,0.563156,0.871193,true
150,46952,0.921683,0.493825,0.921683,true
160,40354,0.969464,0.540407,0.969464,true
170,38709,0.966487,0.851017,0.966487,true
180,35563,0.948527,0.575493,0.948527,true
190,22794,0.900541,0.485811,0.900541,true
200,6540,0.877471,0.690241,0.877471,true
210,3256,0.879195,0.600587,0.879195,true
220,25259,0.889955,0.672162,0.889955,true
230,33978,0.957101,0.751517,0.957101,true
240,38494,0.992545,0.491012,0.992545,true
250,55741,0.925649,0.706956,0.925649,true
260,38552,0.964165,0.653036,0.964165,true
270,14847,0.992826,0.395887,0.992826,true
280,3966,0.812424,0.699451,0.812424,true
290,58776,0.933815,0.598855,0.933815,true
300,8064,0.934600,0.550384,0.934600,true
310,6911,0.986787,0.675491,0.986787,true
320,20093,0.819492,0.718039,0.819492,true
330,55718,0.925480,0.622692,0.925480,true
340,17233,0.952686,0.562933,0.952686,true
350,16802,0.980786,0.640733,0.980786,true
360,39566,0.995869,0.635219,0.995869,true
370,28075,0.921890,0.375013,0.921890,true
380,49179,0.956977,0.774633,0.956977,true
390,18037,0.950161,0.627458,0.950161,true
400,2556,0.861166,0.586642,0.861166,true
410,44631,0.986224,0.605868,0.986224,true
420,19612,0.840983,0.699659,0.840983,true
430,34127,0.821795,0.713909,0.821795,true
440,49933,0.919808,0.703296,0.919808,true
450,38285,0.953204,0.639904,0.953204,true
460,18186,0.975479,0.860612,0.975479,true
470,20209,0.926237,0.736205,0.926237,true
480,15215,0.992111,0.890296,0.992111,true
490,26530,0.700539,0.658248,0.700539,true
500,16087,0.917803,0.881643,0.917803,true
510,31794,0.859074,0.605603,0.859074,true
520,9075,0.879342,0.644628,0.879342,true
530,3117,0.803718,0.576995,0.803718,true
540,59187,0.910293,0.452061,0.910293,true
550,8497,0.895106,0.755216,0.895106,true
560,59651,0.948275,0.613815,0.948275,true
570,21335,0.878710,0.417706,0.878710,true
580,35753,0.919821,0.804032,0.919821,true
590,23146,0.748287,0.735870,0.748287,true
600,56031,0.996785,0.696759,0.996785,true
610,20257,0.996805,0.507493,0.996805,true
620,15426,0.939501,0.512275,0.939501,true
630,51716,0.914726,0.626200,0.914726,true
640,41416,0.952487,0.830790,0.952487,true
650,53962,0.938883,0.839891,0.938883,true
660,49666,0.907248,0.716332,0.907248,true
670,31641,0.915581,0.451659,0.915581,true
680,48418,0.976105,0.549936,0.976105,true
690,59041,0.950108,0.623392,0.950108,true
700,56661,0.845346,0.557620,0.845346,true
710,2375,0.865594,0.494298,0.865594,true
720,23904,0.810381,0.649669,0.810381,true
730,5849,0.888254,0.615613,0.888254,true
740,60315,0.875469,0.594921,0.875469,true
750,28901,0.959062,0.455537,0.959062,true
760,35032,0.875279,0.852251,0.875279,true
770,15606,0.966918,0.560948,0.966918,true
780,7966,0.939097,0.706923,0.939097,true
790,5759,0.911093,0.489952,0.911093,true
800,24561,0.920286,0.630141,0.920286,true
810,42400,0.867711,0.840500,0.867711,true
820,31796,0.932135,0.844636,0.932135,true
830,22623,0.928618,0.702825,0.928618,true
840,13572,0.850055,0.743677,0.850055,true
850,12666,0.880583,0.709493,0.880583,true
860,20583,0.965824,0.517625,0.965824,true
870,21462,0.818310,0.653418,0.818310,true
880,26557,0.998291,0.519074,0.998291,true
890,18334,0.799108,0.621207,0.799108,true
900,27570,0.828356,0.822522,0.828356,true
910,16557,0.917681,0.659589,0.917681,true
920,39999,0.724532,0.792337,0.792337,false
930,7362,0.920116,0.731049,0.920116,true
940,12520,0.978327,0.714893,0.978327,true
950,24029,0.979672,0.584410,0.979672,true
960,35661,0.995154,0.575467,0.995154,true
970,36625,0.964181,0.931243,0.964181,true
980,53531,0.959777,0.827808,0.959777,true
990,6142,0.813461,0.649831,0.813461,true
1000,7891,0.913745,0.442057,0.913745,true
1010,47988,0.933349,0.437124,0.933349,true
1020,45939,0.818668,0.559686,0.818668,true
1030,14117,0.926599,0.450146,0.926599,true
1040,30548,0.757403,0.691184,0.757403,true
1050,45074,0.966187,0.388847,0.966187,true
1060,1877,0.802686,0.626413,0.802686,true
1070,38626,0.915763,0.800894,0.915763,true
1080,25622,0.838729,0.527542,0.838729,true
1090,26679,0.871752,0.578905,0.871752,true
1100,28579,0.931021,0.705695,0.931021,true
1110,52201,0.976686,0.775913,0.976686,true
1120,5589,0.908373,0.718909,0.908373,true
1130,30418,0.851522,0.607891,0.851522,true
1140,40763,0.952439,0.631195,0.952439,true
1150,42677,0.845983,0.667776,0.845983,true
1160,20995,0.925762,0.647161,0.925762,true
1170,1993,0.754685,0.772509,0.772509,false
1180,20294,0.905560,0.555933,0.905560,true
1190,22163,0.853271,0.498866,0.853271,true
1200,21849,0.905400,0.489635,0.905400,true
1210,15942,0.971517,0.593824,0.971517,true
1220,34979,0.873430,0.549855,0.873430,true
1230,34349,0.977608,0.745465,0.977608,true
1240,40452,0.976337,0.596114,0.976337,true
1250,57361,0.887308,0.553988,0.887308,true
1260,55861,0.964089,0.755992,0.964089,true
1270,15688,0.960354,0.631581,0.960354,true
1280,19473,0.997624,0.499558,0.997624,true
1290,32154,0.994631,0.934290,0.994631,true
1300,47571,0.979175,0.847773,0.979175,true
1310,60173,0.979717,0.545821,0.979717,true
1320,38363,0.992069,0.868180,0.992069,true
1330,48270,0.790410,0.625422,0.790410,true
1340,55453,0.934361,0.605855,0.934361,true
1350,9923,0.924854,0.611387,0.924854,true
1360,23842,0.987220,0.704615,0.987220,true
1370,8952,0.775975,0.507660,0.775975,true
1380,9494,0.958391,0.831342,0.958391,true
1390,57586,0.948285,0.717255,0.948285,true
1400,13002,0.717283,0.716438,0.717283,true
1410,24746,0.980090,0.665284,0.980090,true
1420,3826,0.975491,0.568233,0.975491,true
1430,57639,0.857915,0.477668,0.857915,true
1440,55891,0.993100,0.709919,0.993100,true
1450,7317,0.901089,0.847160,0.901089,true
1460,2824,0.855995,0.723052,0.855995,true
1470,54019,0.992998,0.591461,0.992998,true
1480,21715,0.847218,0.624868,0.847218,true
1490,14307,0.916242,0.717587,0.916242,true
1500,20360,0.887774,0.490272,0.887774,true
1510,1957,0.983703,0.699264,0.983703,true
1520,22723,0.920019,0.715527,0.920019,true
1530,43624,0.824179,0.476588,0.824179,true
1540,5264,0.832974,0.609166,0.832974,true
1550,52334,0.957103,0.810849,0.957103,true
1560,47088,0.973750,0.697124,0.973750,true
1570,8464,0.714800,0.811755,0.811755,false
1580,19995,0.904865,0.490959,0.904865,true
1590,5760,0.972818,0.517556,0.972818,true
1600,8472,0.970836,0.585688,0.970836,true
1610,37291,0.985488,0.794123,0.985488,true
1620,55453,0.934361,0.613135,0.934361,true
1630,21470,0.977140,0.532360,0.977140,true
1640,25729,0.921441,0.644735,0.921441,true
1650,50241,0.996096,0.439171,0.996096,true
1660,1447,0.937451,0.866936,0.937451,true
1670,1699,0.879719,0.925167,0.925167,false
1680,35597,0.819573,0.695444,0.819573,true
1690,8568,0.984474,0.609153,0.984474,true
1700,40512,0.817538,0.652704,0.817538,true
1710,53851,0.891379,0.765897,0.891379,true
1720,39398,0.950052,0.711032,0.950052,true
1730,36718,0.986309,0.888565,0.986309,true
1740,12870,0.976580,0.591699,0.976580,true
1750,16858,0.892227,0.492048,0.892227,true
1760,16193,0.733036,0.484921,0.733036,true
1770,14111,0.913644,0.672812,0.913644,true
1780,17608,0.891736,0.895225,0.895225,false
1790,23930,0.737397,0.762342,0.762342,false
1800,11651,0.956581,0.685092,0.956581,true
1810,43497,0.937958,0.688875,0.937958,true
1820,7561,0.982638,0.462984,0.982638,true
1830,16109,0.607021,0.549003,0.607021,true
1840,45787,0.894077,0.750723,0.894077,true
1850,40153,0.924554,0.609263,0.924554,true
1860,27522,0.869426,0.452396,0.869426,true
1870,13021,0.869787,0.510860,0.869787,true
1880,26863,0.873269,0.718838,0.873269,true
1890,1180,0.985671,0.508401,0.985671,true
1900,53452,0.992626,0.464666,0.992626,true
1910,45635,0.860665,0.531882,0.860665,true
1920,5256,0.994585,0.390057,0.994585,true
1930,20700,0.898451,0.563572,0.898451,true
1940,2768,0.925691,0.689914,0.925691,true
1950,1404,0.934268,0.444434,0.934268,true
1960,39030,0.988289,0.430198,0.988289,true
1970,21734,0.835584,0.644776,0.835584,true
1980,55991,0.959586,0.584006,0.959586,true
1990,24543,0.939897,0.663171,0.939897,true
2000,51481,0.953256,0.614557,0.953256,true
2010,49260,0.967807,0.532583,0.967807,true
2020,26296,0.756623,0.630680,0.756623,true
2030,13504,0.868617,0.717983,0.868617,true
2040,38027,0.978787,0.676948,0.978787,true
2050,8576,0.867456,0.367788,0.867456,true
2060,39959,0.911466,0.735105,0.911466,true
2070,3654,0.935443,0.615320,0.935443,true
2080,44419,0.983012,0.404227,0.983012,true
2090,45529,0.909643,0.560631,0.909643,true
2100,19016,0.898674,0.935415,0.935415,false
2110,41790,0.961953,0.591293,0.961953,true
2120,46593,0.830637,0.602139,0.830637,true
2130,15123,0.883837,0.529984,0.883837,true
2140,6523,0.995594,0.583216,0.995594,true
2150,19164,0.969276,0.793133,0.969276,true
2160,13139,0.952287,0.632368,0.952287,true
2170,8293,0.789224,0.521368,0.789224,true
2180,29228,0.938634,0.775912,0.938634,true
2190,2211,0.901966,0.765593,0.901966,true
2200,59040,0.894978,0.525289,0.894978,true
2210,25366,0.829644,0.727424,0.829644,true
2220,15417,0.882969,0.758487,0.882969,true
2230,42219,0.908117,0.630038,0.908117,true
2240,33795,0.975591,0.896103,0.975591,true
2250,5889,0.976676,0.496548,0.976676,true
2260,45575,0.990818,0.439941,0.990818,true
2270,50211,0.997110,0.556535,0.997110,true
2280,20400,0.979004,0.558087,0.979004,true
2290,60392,0.727235,0.502660,0.727235,true
2300,48367,0.904513,0.457013,0.904513,true
2310,5185,0.929671,0.425546,0.929671,true
2320,4005,0.959284,0.723748,0.959284,true
2330,10653,0.974922,0.727860,0.974922,true
2340,32832,0.908245,0.694558,0.908245,true
2350,1502,0.775916,0.727477,0.775916,true
2360,17901,0.924219,0.726035,0.924219,true
2370,28489,0.949158,0.700315,0.949158,true
2380,32623,0.901309,0.486715,0.901309,true
2390,59132,0.806000,0.682148,0.806000,true
2400,46557,0.672052,0.648474,0.672052,true
2410,60056,0.674269,0.460836,0.674269,true
2420,39790,0.920832,0.599248,0.920832,true
2430,41276,0.754884,0.716695,0.754884,true
2440,2645,0.885475,0.611090,0.885475,true
2450,56931,0.979729,0.707677,0.979729,true
2460,40103,0.948152,0.646454,0.948152,true
2470,14894,0.935264,0.663718,0.935264,true
2480,36126,0.867375,0.853054,0.867375,true
2490,25800,0.869367,0.789101,0.869367,true
2500,19722,0.961838,0.789513,0.961838,true
2510,47022,0.993608,0.691481,0.993608,true
2520,277,0.850665,0.897347,0.897347,false
2530,8710,0.982382,0.407167,0.982382,true
2540,39641,0.764978,0.929397,0.929397,false
2550,56621,0.858723,0.648933,0.858723,true
2560,5095,0.926019,0.529350,0.926019,true
2570,5807,0.892384,0.847541,0.892384,true
2580,1141,0.981019,0.596770,0.981019,true
2590,54865,0.955875,0.824431,0.955875,true
2600,16076,0.918589,0.622448,0.918589,true
2610,28197,0.925729,0.640795,0.925729,true
2620,56190,0.964852,0.658468,0.964852,true
2630,49926,0.805632,0.606973,0.805632,true
2640,2819,0.882441,0.665428,0.882441,true
2650,33278,0.938108,0.507387,0.938108,true
2660,35363,0.950556,0.752167,0.950556,true
2670,57970,0.904183,0.591629,0.904183,true
2680,46136,0.946851,0.697569,0.946851,true
2690,7028,0.880244,0.539896,0.880244,true
2700,4023,0.927651,0.620510,0.927651,true
2710,2571,0.687737,0.661446,0.687737,true
2720,54457,0.921400,0.598760,0.921400,true
2730,53673,0.935641,0.674170,0.935641,true
2740,46026,0.990358,0.791361,0.990358,true
2750,33704,0.995263,0.637015,0.995263,true
2760,37725,0.963531,0.614222,0.963531,true
2770,58900,0.922525,0.702349,0.922525,true
2780,180,0.927612,0.465799,0.927612,true
2790,11245,0.920194,0.658629,0.920194,true
2800,1500,0.813614,0.491366,0.813614,true
2810,48201,0.979718,0.606790,0.979718,true
2820,24601,0.736121,0.601286,0.736121,true
2830,22593,0.991246,0.619225,0.991246,true
2840,18398,0.780319,0.510812,0.780319,true
2850,19015,0.892796,0.817299,0.892796,true
2860,31843,0.989707,0.714302,0.989707,true
2870,37351,0.956799,0.743256,0.956799,true
2880,2938,0.522837,0.338964,0.522837,true
2890,29809,0.947664,0.658545,0.947664,true
2900,20833,0.925901,0.717959,0.925901,true
2910,5919,0.822598,0.740532,0.822598,true
2920,32090,0.931059,0.587582,0.931059,true
2930,3886,0.828901,0.673557,0.828901,true
2940,32396,0.890939,0.462969,0.890939,true
2950,8388,0.833520,0.623905,0.833520,true
2960,17734,0.981927,0.671606,0.981927,true
2970,55884,0.836602,0.708678,0.836602,true
2980,26221,0.869364,0.658277,0.869364,true
2990,9493,0.874279,0.612202,0.874279,true
3000,33076,0.993090,0.831217,0.993090,true
3010,4291,0.921352,0.792609,0.921352,true
3020,25546,0.950530,0.910772,0.950530,true
3030,15937,0.885944,0.611103,0.885944,true
3040,42097,0.847923,0.735398,0.847923,true
3050,34952,0.972273,0.730195,0.972273,true
3060,57765,0.955569,0.538935,0.955569,true
3070,50507,0.912676,0.458286,0.912676,true
3080,48355,0.961767,0.584116,0.961767,true
3090,29745,0.857624,0.701962,0.857624,true
3100,43655,0.939176,0.565549,0.939176,true
3110,28840,0.973949,0.723586,0.973949,true
3120,1699,0.930665,0.736916,0.930665,true
3130,17074,0.923625,0.533820,0.923625,true
3140,46826,0.967081,0.613613,0.967081,true
3150,33994,0.979856,0.699351,0.979856,true
3160,15941,0.925885,0.583446,0.925885,true
3170,40594,0.931957,0.445402,0.931957,true
3180,35907,0.781446,0.548016,0.781446,true
3190,39832,0.918737,0.665972,0.918737,true
3200,38447,0.967837,0.897396,0.967837,true
3210,9816,0.983287,0.915574,0.983287,true
3220,8436,0.990103,0.821371,0.990103,true
3230,52373,0.856171,0.792731,0.856171,true
3240,7703,0.873796,0.776496,0.873796,true
3250,35213,0.927681,0.687703,0.927681,true
3260,46313,0.578528,0.346828,0.578528,true
3270,5572,0.694368,0.521906,0.694368,true
3280,23104,0.947876,0.533643,0.947876,true
3290,39925,0.969980,0.782091,0.969980,true
3300,26937,0.965586,0.688069,0.965586,true
3310,5359,0.902880,0.508045,0.902880,true
3320,5791,0.933656,0.536974,0.933656,true
3330,4809,0.953202,0.625126,0.953202,true
3340,45541,0.909462,0.875637,0.909462,true
3350,33370,0.820017,0.663452,0.820017,true
3360,37576,0.960878,0.914485,0.960878,true
3370,22775,0.995228,0.525591,0.995228,true
3380,48456,0.984890,0.980248,0.984890,true
3390,10362,0.920235,0.646488,0.920235,true
3400,60383,0.970043,0.612110,0.970043,true
3410,23358,0.985771,0.814459,0.985771,true
3420,11961,0.962449,0.828461,0.962449,true
3430,875,0.969742,0.553465,0.969742,true
3440,44123,0.989366,0.420586,0.989366,true
3450,8576,0.697840,0.394695,0.697840,true
3460,1208,0.860117,0.402835,0.860117,true
3470,32257,0.978454,0.672433,0.978454,true
3480,5098,0.730365,0.533526,0.730365,true
3490,38689,0.980316,0.548680,0.980316,true
3500,2588,0.921915,0.894210,0.921915,true
3510,8928,0.923895,0.497629,0.923895,true
3520,58532,0.968209,0.670080,0.968209,true
3530,31721,0.740117,0.569499,0.740117,true
3540,41071,0.784264,0.791873,0.791873,false
3550,1147,0.930748,0.913889,0.930748,true
3560,32009,0.918898,0.875239,0.918898,true
3570,30618,0.905980,0.468741,0.905980,true
3580,10263,0.978819,0.598066,0.978819,true
3590,42366,0.763095,0.640752,0.763095,true
3600,44549,0.983973,0.639336,0.983973,true
3610,51536,0.989876,0.698596,0.989876,true
3620,20484,0.793465,0.398771,0.793465,true
3630,12037,0.974074,0.862349,0.974074,true
3640,48339,0.929148,0.578683,0.929148,true
3650,26871,0.911902,0.570630,0.911902,true
3660,45967,0.993335,0.772645,0.993335,true
3670,44933,0.998242,0.697673,0.998242,true
3680,6169,0.863077,0.687876,0.863077,true
3690,49675,0.857796,0.675928,0.857796,true
3700,38571,0.937754,0.474580,0.937754,true
3710,51895,0.887117,0.702721,0.887117,true
3720,35646,0.981140,0.550484,0.981140,true
3730,52227,0.842157,0.447044,0.842157,true
3740,54471,0.973267,0.827896,0.973267,true
3750,13987,0.783749,0.641756,0.783749,true
3760,55786,0.890538,0.724157,0.890538,true
3770,2344,0.825318,0.700717,0.825318,true
3780,48810,0.941921,0.618032,0.941921,true
3790,7839,0.981972,0.671120,0.981972,true
3800,37415,0.986135,0.621191,0.986135,true
3810,33582,0.763100,0.681416,0.763100,true
3820,32673,0.940788,0.835043,0.940788,true
3830,5779,0.801536,0.696840,0.801536,true
3840,15097,0.947449,0.550968,0.947449,true
3850,21625,0.847974,0.430881,0.847974,true
3860,43474,0.832360,0.681234,0.832360,true
3870,12182,0.811079,0.684074,0.811079,true
3880,1019,0.923766,0.689922,0.923766,true
3890,6450,0.822087,0.557291,0.822087,true
3900,44774,0.980710,0.816846,0.980710,true
3910,39244,0.983908,0.692391,0.983908,true
3920,14112,0.864494,0.916785,0.916785,false
3930,55232,0.749631,0.640612,0.749631,true
3940,32861,0.991562,0.641813,0.991562,true
3950,60311,0.964880,0.374897,0.964880,true
3960,51473,0.969853,0.608831,0.969853,true
3970,35304,0.983769,0.759521,0.983769,true
3980,33933,0.924119,0.595592,0.924119,true
3990,28369,0.986651,0.585451,0.986651,true
4000,4930,0.866322,0.833793,0.866322,true
4010,41437,0.871946,0.856396,0.871946,true
4020,4291,0.939129,0.758078,0.939129,true
4030,57481,0.896041,0.542459,0.896041,true
4040,18580,0.903814,0.682513,0.903814,true
4050,11155,0.993067,0.475749,0.993067,true
4060,45134,0.952337,0.648747,0.952337,true
4070,46530,0.991014,0.620970,0.991014,true
4080,34447,0.852903,0.845008,0.852903,true
4090,25022,0.986868,0.508280,0.986868,true
4100,49328,0.945617,0.501748,0.945617,true
4110,31725,0.805968,0.621247,0.805968,true
4120,463,0.777384,0.586026,0.777384,true
4130,20882,0.893575,0.701192,0.893575,true
4140,25367,0.706212,0.516292,0.706212,true
4150,37768,0.929430,0.541039,0.929430,true
4160,8148,0.527246,0.586029,0.586029,false
4170,45471,0.981776,0.558737,0.981776,true
4180,38770,0.921999,0.772467,0.921999,true
4190,26663,0.875572,0.595608,0.875572,true
4200,40523,0.844492,0.805861,0.844492,true
4210,55824,0.965098,0.664760,0.965098,true
4220,5343,0.971841,0.467285,0.971841,true
4230,1387,0.995691,0.778717,0.995691,true
4240,9343,0.986644,0.509010,0.986644,true
4250,42655,0.877150,0.360829,0.877150,true
4260,57531,0.758557,0.613058,0.758557,true
4270,43809,0.899648,0.776954,0.899648,true
4280,35158,0.802507,0.569319,0.802507,true
4290,6946,0.793949,0.936816,0.936816,false
4300,21562,0.772873,0.538122,0.772873,true
4310,8734,0.892989,0.760096,0.892989,true
4320,47243,0.994115,0.853997,0.994115,true
4330,49316,0.911392,0.531388,0.911392,true
4340,26582,0.998577,0.552671,0.998577,true
4350,4736,0.869067,0.607449,0.869067,true
4360,23832,0.777617,0.767774,0.777617,true
4370,28513,0.826738,0.704243,0.826738,true
4380,45848,0.893462,0.441726,0.893462,true
4390,50130,0.985631,0.489666,0.985631,true
4400,33383,0.980674,0.917996,0.980674,true
4410,8263,0.761092,0.763437,0.763437,false
4420,51326,0.994701,0.539474,0.994701,true
4430,50843,0.942670,0.637783,0.942670,true
4440,7483,0.762404,0.604139,0.762404,true
4450,19519,0.958585,0.390135,0.958585,true
4460,34495,0.971879,0.696746,0.971879,true
4470,30643,0.915856,0.496203,0.915856,true
4480,3714,0.671176,0.623248,0.671176,true
4490,5842,0.952705,0.562056,0.952705,true
4500,7674,0.789486,0.570557,0.789486,true
4510,12870,0.976580,0.587724,0.976580,true
4520,16716,0.855686,0.478116,0.855686,true
4530,17842,0.941492,0.730676,0.941492,true
4540,56026,0.976589,0.767058,0.976589,true
4550,23087,0.940710,0.619659,0.940710,true
4560,31466,0.889972,0.689400,0.889972,true
4570,3529,0.835805,0.483681,0.835805,true
4580,26700,0.894172,0.638645,0.894172,true
4590,59400,0.983461,0.385580,0.983461,true
4600,19020,0.936981,0.709332,0.936981,true
4610,39034,0.981793,0.568492,0.981793,true
4620,26657,0.777409,0.858492,0.858492,false
4630,55002,0.965050,0.883209,0.965050,true
4640,31086,0.865119,0.730961,0.865119,true
4650,19712,0.971912,0.647722,0.971912,true
4660,56933,0.756244,0.651692,0.756244,true
4670,31664,0.910302,0.638827,0.910302,true
4680,45988,0.932012,0.601536,0.932012,true
4690,2937,0.933061,0.720986,0.933061,true
4700,49397,0.936276,0.788779,0.936276,true
4710,50000,0.991825,0.540825,0.991825,true
4720,50099,0.894582,0.727850,0.894582,true
4730,19545,0.786768,0.461203,0.786768,true
4740,51369,0.899859,0.864385,0.899859,true
4750,20583,0.965824,0.484838,0.965824,true
4760,46661,0.733934,0.665872,0.733934,true
4770,29953,0.806578,0.742180,0.806578,true
4780,40259,0.963114,0.627679,0.963114,true
4790,26812,0.808003,0.682266,0.808003,true
4800,4930,0.900429,0.836936,0.900429,true
4810,13330,0.548553,0.605548,0.605548,false
4820,16881,0.802178,0.665210,0.802178,true
4830,16363,0.884120,0.560262,0.884120,true
4840,47053,0.935574,0.655144,0.935574,true
4850,25287,0.949692,0.491568,0.949692,true
4860,5572,0.694368,0.610949,0.694368,true
4870,9982,0.957507,0.640020,0.957507,true
4880,15954,0.970738,0.783820,0.970738,true
4890,16808,0.989777,0.557646,0.989777,true
4900,26359,0.978561,0.610168,0.978561,true
4910,145,0.984200,0.415990,0.984200,true
4920,57397,0.918961,0.655074,0.918961,true
4930,44517,0.939068,0.630288,0.939068,true
4940,8576,0.836492,0.399965,0.836492,true
4950,29342,0.998644,0.653554,0.998644,true
4960,16021,0.845707,0.635845,0.845707,true
4970,3967,0.917195,0.644031,0.917195,true
4980,46176,0.888508,0.637326,0.888508,true
4990,38097,0.995543,0.845779,0.995543,true
5000,33843,0.773271,0.697317,0.773271,true
5010,4291,0.993387,0.810772,0.993387,true
5020,53475,0.907912,0.643965,0.907912,true
5030,10900,0.892511,0.692127,0.892511,true
5040,28909,0.906929,0.667397,0.906929,true
5050,11245,0.971807,0.669042,0.971807,true
5060,12015,0.828890,0.805319,0.828890,true
5070,8436,0.978084,0.918960,0.978084,true
5080,6161,0.969186,0.591908,0.969186,true
5090,23766,0.807939,0.570750,0.807939,true
5100,36126,0.886060,0.785121,0.886060,true
5110,10231,0.771513,0.602720,0.771513,true
5120,42779,0.888351,0.781152,0.888351,true
5130,35848,0.972384,0.626547,0.972384,true
5140,28194,0.922994,0.648681,0.922994,true
5150,20048,0.917179,0.956542,0.956542,false
5160,2195,0.836860,0.789480,0.836860,true
5170,13082,0.997863,0.742685,0.997863,true
5180,56372,0.805065,0.738497,0.805065,true
5190,38124,0.993651,0.667160,0.993651,true
5200,46036,0.958783,0.699837,0.958783,true
5210,10114,0.909057,0.872676,0.909057,true
5220,44176,0.567899,0.730858,0.730858,false
5230,8025,0.950080,0.810421,0.950080,true
5240,45187,0.967771,0.609751,0.967771,true
5250,688,0.866266,0.462307,0.866266,true
5260,18018,0.931318,0.795764,0.931318,true
5270,38911,0.989280,0.510876,0.989280,true
5280,8436,0.955750,0.899183,0.955750,true
5290,37710,0.815131,0.632876,0.815131,true
5300,39590,0.857912,0.593055,0.857912,true
5310,5535,0.947938,0.510157,0.947938,true
5320,13796,0.942657,0.863440,0.942657,true
5330,4601,0.966525,0.489299,0.966525,true
5340,4846,0.823811,0.669054,0.823811,true
5350,10604,0.864985,0.774742,0.864985,true
5360,1766,0.735415,0.693270,0.735415,true
5370,8860,0.964885,0.636191,0.964885,true
5380,50135,0.982527,0.540361,0.982527,true
5390,38145,0.938360,0.543465,0.938360,true
5400,12219,0.952686,0.826373,0.952686,true
5410,34436,0.979390,0.797749,0.979390,true
5420,42706,0.768017,0.529436,0.768017,true
5430,52208,0.884817,0.423015,0.884817,true
5440,35125,0.873099,0.760270,0.873099,true
5450,55980,0.964591,0.697176,0.964591,true
5460,24838,0.982013,0.706374,0.982013,true
5470,3322,0.901241,0.612804,0.901241,true
5480,9535,0.870321,0.592729,0.870321,true
5490,38510,0.945915,0.763678,0.945915,true
5500,4703,0.900599,0.821530,0.900599,true
5510,50507,0.912676,0.426472,0.912676,true
5520,4809,0.925956,0.625864,0.925956,true
5530,25509,0.964266,0.641844,0.964266,true
5540,54021,0.837349,0.739370,0.837349,true
5550,52651,0.852200,0.577821,0.852200,true
5560,43441,0.957383,0.886413,0.957383,true
5570,23927,0.768044,0.569210,0.768044,true
5580,59377,0.905608,0.939442,0.939442,false
5590,6590,0.973616,0.632464,0.973616,true
5600,27584,0.964605,0.532403,0.964605,true
5610,12676,0.993331,0.780120,0.993331,true
5620,29979,0.993255,0.522615,0.993255,true
5630,27311,0.980434,0.883501,0.980434,true
5640,3946,0.746189,0.773184,0.773184,false
5650,48357,0.990844,0.643133,0.990844,true
5660,46219,0.611265,0.691761,0.691761,false
5670,38092,0.861456,0.597751,0.861456,true
5680,6517,0.998406,0.560335,0.998406,true
5690,36312,0.927549,0.733916,0.927549,true
5700,1178,0.850772,0.447284,0.850772,true
5710,4313,0.845724,0.723288,0.845724,true
5720,4072,0.759327,0.581531,0.759327,true
5730,17080,0.985238,0.607550,0.985238,true
5740,58773,0.960535,0.603341,0.960535,true
5750,32206,0.988943,0.557457,0.988943,true
5760,31154,0.973613,0.606060,0.973613,true
5770,46562,0.958417,0.548443,0.958417,true
5780,48841,0.879131,0.392043,0.879131,true
5790,13628,0.982414,0.481831,0.982414,true
5800,16053,0.907771,0.785862,0.907771,true
5810,46384,0.984847,0.506185,0.984847,true
5820,39847,0.965867,0.600326,0.965867,true
5830,15371,0.953358,0.772298,0.953358,true
5840,7802,0.888223,0.550370,0.888223,true
5850,21466,0.996333,0.576772,0.996333,true
5860,59927,0.996104,0.548178,0.996104,true
5870,53858,0.870451,0.685436,0.870451,true
5880,153,0.931511,0.748869,0.931511,true
5890,8436,0.994968,0.933207,0.994968,true
5900,4021,0.761914,0.337850,0.761914,true
5910,36958,0.950037,0.718316,0.950037,true
5920,904,0.904615,0.543543,0.904615,true
5930,42092,0.860878,0.848159,0.860878,true
5940,35930,0.993545,0.647297,0.993545,true
5950,43979,0.605748,0.505601,0.605748,true
5960,46661,0.733934,0.560865,0.733934,true
5970,13044,0.875087,0.499842,0.875087,true
5980,52239,0.913187,0.623041,0.913187,true
5990,28938,0.889448,0.747538,0.889448,true
6000,57737,0.972455,0.626931,0.972455,true
6010,6165,0.963874,0.698869,0.963874,true
6020,38943,0.953347,0.582512,0.953347,true
6030,19021,0.997184,0.789792,0.997184,true
6040,48677,0.963242,0.688928,0.963242,true
6050,4930,0.921245,0.865990,0.921245,true
6060,42208,0.993840,0.520281,0.993840,true
6070,14562,0.937217,0.580760,0.937217,true
6080,32090,0.931059,0.564397,0.931059,true
6090,20443,0.809389,0.519249,0.809389,true
6100,17218,0.941588,0.780128,0.941588,true
6110,39224,0.929325,0.679758,0.929325,true
